sum_tonnage,sum_exports,partner
181112.0,34200500.0,Angleterre
47201.0,6334500.0,Danemark
48398.0,40161200.0,Espagne
42778.0,40161200.0,Etats de l'Empereur
56971.0,2050600.0,Etats-Unis
103274.0,33571500.0,Hollande
26846.0,3935200.0,Portugal
25539.0,9008500.0,Prusse
120050.0,9008500.0,Quatre villes hanséatiques
21135.0,6630000.0,Russie
17515.0,5053700.0,Suède
