destination_uhgs_id;count;sum;cargo1;cargo2;cargo_all
A0041886;18;576;'{"sel","Etc.","sel",,"sel","sel","sel","vins","sel","Graines de lin","peaux de bœufs","sel","sel","graine de lin","sel","sel","graine de lin","Etc."}';'{,"sel",,,"Etc.","vin",,"sel","Etc.",,"Sel","Etc.",,,,,,}';'{[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00337420", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Etc.", "link_to_pointcall": "00339312", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339312", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339317", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],,[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339355", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Etc.", "link_to_pointcall": "00339355", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00340027", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000043", "cargo_item_action": "Out", "commodity_purpose": "vin", "link_to_pointcall": "00340027", "commodity_standardized_en": "Wine", "commodity_standardized_fr": "Vin", "commodity_permanent_coding": "ID-FFBxxx-JF-FAAAxx-FBxx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00337419", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000043", "cargo_item_action": "Out", "commodity_purpose": "vins", "link_to_pointcall": "00339350", "commodity_standardized_en": "Wine", "commodity_standardized_fr": "Vin", "commodity_permanent_coding": "ID-FFBxxx-JF-FAAAxx-FBxx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339350", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339605", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Etc.", "link_to_pointcall": "00339605", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000213", "cargo_item_action": "Out", "commodity_purpose": "Graines de lin", "link_to_pointcall": "00339604", "commodity_standardized_en": "Linseed", "commodity_standardized_fr": "Graines de lin", "commodity_permanent_coding": null}],[{"quantity": null, "quantity_u": null, "commodity_id": "00001279", "cargo_item_action": "Out", "commodity_purpose": "peaux de bœufs", "link_to_pointcall": "00339315", "commodity_standardized_en": "Skin (oxen)", "commodity_standardized_fr": "Peaux de bœuf", "commodity_permanent_coding": null}, {"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "Sel", "link_to_pointcall": "00339315", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00339313", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}, {"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Etc.", "link_to_pointcall": "00339313", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00337421", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000213", "cargo_item_action": "Out", "commodity_purpose": "graine de lin", "link_to_pointcall": "00334855", "commodity_standardized_en": "Linseed", "commodity_standardized_fr": "Graines de lin", "commodity_permanent_coding": null}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00337417", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000129", "cargo_item_action": "Out", "commodity_purpose": "sel", "link_to_pointcall": "00337418", "commodity_standardized_en": "Salt", "commodity_standardized_fr": "Sel", "commodity_permanent_coding": "IC-CAxxxx-xx-xxxxxx-FBFx"}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000213", "cargo_item_action": "Out", "commodity_purpose": "graine de lin", "link_to_pointcall": "00334854", "commodity_standardized_en": "Linseed", "commodity_standardized_fr": "Graines de lin", "commodity_permanent_coding": null}],[{"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Etc.", "link_to_pointcall": "00333414", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}]}'
A0046492;1;60;'{"Diverses marchandises"}';'{}';'{[{"quantity": null, "quantity_u": null, "commodity_id": "00000013", "cargo_item_action": "Out", "commodity_purpose": "Diverses marchandises", "link_to_pointcall": "00333424", "commodity_standardized_en": "Sundries", "commodity_standardized_fr": "Diverses marchandises", "commodity_permanent_coding": "xx-xxxxxx-JZ-MAxxxx-xxxx"}]}'
