departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,commodity_purpose,commodity_purpose2,commodity_purpose3,commodity_purpose4,all_cargos,nb_cargo
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-04,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106468', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0141652,Landerneau,A0073119,Bilbao,Espagne,Etranger,,Espagne,40.0,1787-05-31,Cuirs,Toiles,Papiers,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000014', 'cargo_item_action': 'Out', 'commodity_purpose': 'Cuirs', 'link_to_pointcall': '00146410', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-OLAxxx-xx-xxxxxx-xxxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000079', 'cargo_item_action': 'Out', 'commodity_purpose': 'Toiles', 'link_to_pointcall': '00146410', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000612', 'cargo_item_action': 'Out', 'commodity_purpose': 'Papiers', 'link_to_pointcall': '00146410', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",3.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-02-19,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105554', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0196771,Saint-Valéry-sur-Somme,A0391902,Stockton,Angleterre,Etranger,Angleterre,Grande-Bretagne,78.0,1787-12-07,,,,,,0.0
A0180923,Bordeaux,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,140.0,1787-03-22,Vin,Café,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00174120', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00174120', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}]",2.0
A0180923,Bordeaux,A0103760,Saint-Sébastien,Espagne,Etranger,,Espagne,52.0,1787-02-16,Sucre,Autres marchandises,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000147', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sucre', 'link_to_pointcall': '00173887', 'commodity_standardized_en': 'Sugar', 'commodity_standardized_fr': 'Sucre', 'commodity_permanent_coding': 'ID-GBAxxx-JF-DCAxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Autres marchandises', 'link_to_pointcall': '00173887', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",2.0
A0170819,Saint-Malo,A0120232,Cadix,Espagne,Etranger,,Espagne,200.0,1787-07-18,Toile,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000079', 'cargo_item_action': 'out', 'commodity_purpose': 'Toile', 'link_to_pointcall': '00141917', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",1.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-08-07,,,,,,0.0
A0193167,Bastia,A1964713,Mer Mediterranée,,Etranger,,zone maritime,,1787-07-24,,,,,,0.0
A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-10-25,Avoine,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000095', 'cargo_item_action': 'Out', 'commodity_purpose': 'Avoine', 'link_to_pointcall': '00111596', 'commodity_standardized_en': 'Oats', 'commodity_standardized_fr': 'Avoine', 'commodity_permanent_coding': 'ID-BGxxxx-xx-xxxxxx-FDxx'}]",1.0
A0198999,La Rochelle,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,120.0,1787-03-14,,,,,,0.0
A0122918,Roscoff,A0388018,Coverack,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-05-16,Eau de vie,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00145919', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,30.0,1787-03-20,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00105706', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0165080,Calais,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-08-18,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-09-11,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106527', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0180923,Bordeaux,A1759102,Saint-Pétersbourg,Russie,Etranger,Russie - mer Baltique,Empire russe,218.0,1787-05-22,Vin,Eau de vie,Café,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00174540', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00174540', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00174540', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}]",3.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-03-13,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105649', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0187101,Le Havre,A0385489,Portsmouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,17.0,1787-02-12,,,,,,0.0
A0212088,Le Crotoy,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,28.0,1787-02-27,Madriers [en] planches ou poutrelles,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': None, 'cargo_item_action': 'Out', 'commodity_purpose': 'Madriers [en] planches ou poutrelles', 'link_to_pointcall': '00104852', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",1.0
A0152606,Boulogne-sur-Mer,A0630282,Leyde,Hollande,Etranger,Hollande,Provinces-Unies,4.0,1787-07-04,Passagers,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000002', 'cargo_item_action': 'Out', 'commodity_purpose': 'Passagers', 'link_to_pointcall': '00105176', 'commodity_standardized_en': 'Passenger', 'commodity_standardized_fr': 'Passagers', 'commodity_permanent_coding': 'IY-AAxxxx-xx-xxxxxx-xxxx'}]",1.0
A0181608,Beauvoir-sur-Mer,A1964878,Espagne atlantique,Espagne,Etranger,,Espagne,38.0,1787-11-20,Froment,Orge,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000444', 'cargo_item_action': 'Out', 'commodity_purpose': 'Froment', 'link_to_pointcall': '00148651', 'commodity_standardized_en': 'Wheat', 'commodity_standardized_fr': 'Froment', 'commodity_permanent_coding': 'ID-BDxxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000093', 'cargo_item_action': 'Out', 'commodity_purpose': 'Orge', 'link_to_pointcall': '00148651', 'commodity_standardized_en': 'Barley', 'commodity_standardized_fr': 'Orge', 'commodity_permanent_coding': 'ID-BFxxxx-xx-xxxxxx-FDxx'}]",2.0
A0187995,Bayonne,A0120232,Cadix,Espagne,Etranger,,Espagne,95.0,1787-12-07,Brai,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000303', 'cargo_item_action': 'Out', 'commodity_purpose': 'Brai', 'link_to_pointcall': '00140701', 'commodity_standardized_en': 'Pitch', 'commodity_standardized_fr': 'Brai', 'commodity_permanent_coding': None}]",1.0
A0130763,Diélette,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-08-17,Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00108954', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0130763,Diélette,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-11-15,Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Marchandises', 'link_to_pointcall': '00108982', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,32.0,1787-12-25,,,,,,0.0
A0162516,Le Pouliguen,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,38.0,1787-09-24,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00141288', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,,1787-01-10,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-06-23,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106147', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-01-01,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105334', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-29,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00106437', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0205085,Cherbourg,A0388956,Scarborough,Angleterre,Etranger,Angleterre,Grande-Bretagne,230.0,1787-06-29,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00108520', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0192135,Fécamp,A0405054,Shoreham ,Angleterre,Etranger,Angleterre,Grande-Bretagne,36.0,1787-11-13,,,,,,0.0
A0140266,Lorient,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,38.0,1787-09-15,Tabac en feuilles,Eau de vie,Café,Thé,"[{'quantity': '240.0', 'quantity_u': 'Sac', 'commodity_id': '00000604', 'cargo_item_action': 'Out', 'commodity_purpose': 'Tabac en feuilles', 'link_to_pointcall': '00180216', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}, {'quantity': '1150.0', 'quantity_u': 'Ancre', 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00180216', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': '2.0', 'quantity_u': 'Balle', 'commodity_id': '00000138', 'cargo_item_action': 'Out', 'commodity_purpose': 'Café', 'link_to_pointcall': '00180216', 'commodity_standardized_en': 'Coffee', 'commodity_standardized_fr': 'Café', 'commodity_permanent_coding': 'ID-GCCxxx-xx-xxxxxx-FBxx'}, {'quantity': '1.0', 'quantity_u': 'Caisse', 'commodity_id': '00000299', 'cargo_item_action': 'Out', 'commodity_purpose': 'Thé', 'link_to_pointcall': '00180216', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GCDxxx-xx-xxxxxx-FBxx'}]",4.0
A0165080,Calais,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,32.0,1787-02-24,,,,,,0.0
A0133403,Ars-en-Ré,B2119892,"Terre-Neuve, île de",Angleterre,Etranger,Colonies britanniques d'Amérique,Grande-Bretagne,150.0,1787-05-20,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00148304', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0196771,Saint-Valéry-sur-Somme,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,35.0,1787-11-26,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-01-06,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105363', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0209786,Port-Bail,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,2.0,1787-05-26,Différentes Marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'Out', 'commodity_purpose': 'Différentes Marchandises', 'link_to_pointcall': '00113473', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0213139,Le Croisic,A1963986,Mer Baltique,,Etranger,,zone maritime,178.0,1787-06-01,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00141048', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0136930,Marennes,A0848887,Kristiansand ,Danemark,Etranger,Norvège,Danemark,90.0,1787-10-03,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00150981', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0180923,Bordeaux,A0686629,Lübeck,Quatre villes hanséatiques,Etranger,,Lubeck,177.0,1787-03-03,Prunes,Vin,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000433', 'cargo_item_action': 'Out', 'commodity_purpose': 'Prunes', 'link_to_pointcall': '00173956', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-FFExxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00173956', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}]",2.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-05-15,Passagers,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000002', 'cargo_item_action': 'Out', 'commodity_purpose': 'Passagers', 'link_to_pointcall': '00105957', 'commodity_standardized_en': 'Passenger', 'commodity_standardized_fr': 'Passagers', 'commodity_permanent_coding': 'IY-AAxxxx-xx-xxxxxx-xxxx'}]",1.0
A0187101,Le Havre,A0408148,Southampton,Angleterre,Etranger,Angleterre,Grande-Bretagne,50.0,1787-06-27,,,,,,0.0
A0204180,Dunkerque,A0079352,Barcelone,Espagne,Etranger,,Espagne,270.0,1787-01-19,Blé,toile,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000027', 'cargo_item_action': 'Out', 'commodity_purpose': 'Blé', 'link_to_pointcall': '00109822', 'commodity_standardized_en': 'Wheat', 'commodity_standardized_fr': 'Blé', 'commodity_permanent_coding': 'ID-BDxxxx-xx-xxxxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000079', 'cargo_item_action': 'Out', 'commodity_purpose': 'toile', 'link_to_pointcall': '00109822', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': None}]",2.0
A0204180,Dunkerque,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,12.0,1787-09-03,Tabac,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000032', 'cargo_item_action': 'Out', 'commodity_purpose': 'Tabac', 'link_to_pointcall': '00111247', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-GVAxxx-xx-xxxxxx-xxxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-04-06,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105782', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0136930,Marennes,A0840357,Norvège,Danemark,Etranger,Norvège,Danemark,93.0,1787-05-22,Eau de vie,Sel,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00151309', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00151309', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",2.0
A0187101,Le Havre,B0000038,"Portsmouth, VA,",Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,500.0,1787-11-08,,,,,,0.0
A0165080,Calais,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-05-15,,,,,,0.0
A0204180,Dunkerque,A0049808,Ostende,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,200.0,1787-03-30,Restant de ses marchandises,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000013', 'cargo_item_action': 'In-out', 'commodity_purpose': 'Restant de ses marchandises', 'link_to_pointcall': '00110291', 'commodity_standardized_en': 'Sundries', 'commodity_standardized_fr': 'Diverses marchandises', 'commodity_permanent_coding': 'xx-xxxxxx-JZ-MAxxxx-xxxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,30.0,1787-02-23,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00105591', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-02-23,Genièvre,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000426', 'cargo_item_action': 'Out', 'commodity_purpose': 'Genièvre', 'link_to_pointcall': '00105597', 'commodity_standardized_en': None, 'commodity_standardized_fr': None, 'commodity_permanent_coding': 'ID-BFxxxx-JF-ECAxxx-FBxx'}]",1.0
A0196771,Saint-Valéry-sur-Somme,A0379993,Ipswich,Angleterre,Etranger,Angleterre,Grande-Bretagne,116.0,1787-11-05,,,,,,0.0
A0137148,Les Sables-d'Olonne,A0393049,Poole,Angleterre,Etranger,Angleterre,Grande-Bretagne,40.0,1787-02-17,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00102771', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0218974,Ajaccio,A0232521,Gênes,,Etranger,,République de Gênes,4.0,1787-12-05,,,,,,0.0
A0122218,Rouen,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,116.0,1787-08-16,,,,,,0.0
A0180923,Bordeaux,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,16.0,1787-10-31,Vin,Eau de vie,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000043', 'cargo_item_action': 'Out', 'commodity_purpose': 'Vin', 'link_to_pointcall': '00177380', 'commodity_standardized_en': 'Wine', 'commodity_standardized_fr': 'Vin', 'commodity_permanent_coding': 'ID-FFBxxx-JF-FAAAxx-FBxx'}, {'quantity': None, 'quantity_u': None, 'commodity_id': '00000201', 'cargo_item_action': 'Out', 'commodity_purpose': 'Eau de vie', 'link_to_pointcall': '00177380', 'commodity_standardized_en': 'Brandy', 'commodity_standardized_fr': 'Eau-de-vie', 'commodity_permanent_coding': 'JF-FAxxxx-JF-EGBxxx-FBxx'}]",2.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-04-26,,,,,,0.0
A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-05-26,,,,,,0.0
A0136930,Marennes,A0073119,Bilbao,Espagne,Etranger,,Espagne,45.0,1787-08-29,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'Out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00294429', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
A0124817,Nantes,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,114.0,1787-06-20,,,,,,0.0
A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,20.0,1787-04-10,Passagers,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000002', 'cargo_item_action': 'Out', 'commodity_purpose': 'Passagers', 'link_to_pointcall': '00105802', 'commodity_standardized_en': 'Passenger', 'commodity_standardized_fr': 'Passagers', 'commodity_permanent_coding': 'IY-AAxxxx-xx-xxxxxx-xxxx'}]",1.0
A0180923,Bordeaux,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,270.0,1787-03-24,Lest,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000094', 'cargo_item_action': 'Out', 'commodity_purpose': 'Lest', 'link_to_pointcall': '00174146', 'commodity_standardized_en': 'Ballast', 'commodity_standardized_fr': 'Lest', 'commodity_permanent_coding': 'TM-Zxxxxx-xx-xxxxxx-xxxx'}]",1.0
A0213139,Le Croisic,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,60.0,1787-08-16,Sel,,,,"[{'quantity': None, 'quantity_u': None, 'commodity_id': '00000129', 'cargo_item_action': 'out', 'commodity_purpose': 'Sel', 'link_to_pointcall': '00141136', 'commodity_standardized_en': 'Salt', 'commodity_standardized_fr': 'Sel', 'commodity_permanent_coding': 'IC-CAxxxx-xx-xxxxxx-FBFx'}]",1.0
