cargo,cargo_standardized_fr,departure_uhgs_id,departure_fr,destination_uhgs_id,destination_fr,destination_partner_balance_1789,destination_partner_balance_supp_1789,destination_substate_1789_fr,destination_state_1789_fr,tonnage,outdate_fixed,nb_cargo,commodity_as_toflit
Vin,Vin,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,105.0,1787-01-10,1.0,vin
Vin,Vin,A0180923,Bordeaux,A1164922,Stettin,Prusse,Etranger,,Prusse,231.0,1787-03-05,1.0,vin
Eau de vie,Eau-de-vie,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,110.0,1787-06-23,1.0,eau-de-vie
Sucre,Sucre,A0180923,Bordeaux,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,210.0,1787-02-01,2.0,sucre
Vin,Vin,A0180923,Bordeaux,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,210.0,1787-02-01,2.0,vin
Sel,Sel,A0133403,Ars-en-Ré,B2827325,Newburyport,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,120.0,1787-06-08,1.0,sel
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A1204354,Dantzig ,Quatre villes hanséatiques,Etranger,,Pologne,165.0,1787-04-14,3.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,A1204354,Dantzig ,Quatre villes hanséatiques,Etranger,,Pologne,165.0,1787-04-14,3.0,vin
Café,Café,A0180923,Bordeaux,A1204354,Dantzig ,Quatre villes hanséatiques,Etranger,,Pologne,165.0,1787-04-14,3.0,café
Sucre,Sucre,A0180923,Bordeaux,A1164922,Stettin,Prusse,Etranger,,Prusse,210.0,1787-04-11,2.0,sucre
Vin,Vin,A0180923,Bordeaux,A1164922,Stettin,Prusse,Etranger,,Prusse,210.0,1787-04-11,2.0,vin
Sel,Sel,A0140266,Lorient,B0000050,Rhode Island,Etats-Unis,Etranger,Rhode Island,Etats-Unis d'Amérique,110.0,1787-05-10,3.0,sel
Eau de vie,Eau-de-vie,A0140266,Lorient,B0000050,Rhode Island,Etats-Unis,Etranger,Rhode Island,Etats-Unis d'Amérique,110.0,1787-05-10,3.0,eau-de-vie
Thé bouïe,thé bouïe,A0140266,Lorient,B0000050,Rhode Island,Etats-Unis,Etranger,Rhode Island,Etats-Unis d'Amérique,110.0,1787-05-10,3.0,Unknown for TOFLIT
Autres,Diverses marchandises,A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,138.0,1787-04-19,3.0,marchandises
Vin,Vin,A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,138.0,1787-04-19,3.0,vin
Eau de vie,Eau-de-vie,A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,138.0,1787-04-19,3.0,eau-de-vie
,,A0124817,Nantes,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,161.0,1787-09-19,0.0,[vide]
Vin,Vin,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,182.0,1787-05-04,2.0,vin
Café,Café,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,182.0,1787-05-04,2.0,café
Prunes,prunes,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,165.0,1787-05-14,3.0,prunes
Sucre,Sucre,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,165.0,1787-05-14,3.0,sucre
Vin,Vin,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,165.0,1787-05-14,3.0,vin
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,140.0,1787-02-14,0.0,[vide]
Café,Café,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,175.0,1787-07-28,1.0,café
,,A0124817,Nantes,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,267.0,1787-08-08,0.0,[vide]
Sucre,Sucre,A0180923,Bordeaux,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,258.0,1787-06-20,2.0,sucre
Café,Café,A0180923,Bordeaux,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,258.0,1787-06-20,2.0,café
Sel,Sel,A0213139,Le Croisic,A1054071,Uddevalla,Suède,Etranger,,Suède,80.0,1787-03-09,1.0,sel
Sel,Sel,A0136930,Marennes,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,220.0,1787-05-05,1.0,sel
Eau de vie,Eau-de-vie,A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,24.0,1787-10-07,3.0,eau-de-vie
Goudron,Goudron,A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,24.0,1787-10-07,3.0,goudron
Toileries,toileries,A0187995,Bayonne,A0073119,Bilbao,Espagne,Etranger,,Espagne,24.0,1787-10-07,3.0,toile
,,A0124817,Nantes,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,130.0,1787-03-26,0.0,[vide]
,,A0124817,Nantes,A0627935,Rotterdam,Hollande,Etranger,Hollande,Provinces-Unies,160.0,1787-04-21,0.0,[vide]
Vin,Vin,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,81.0,1787-12-10,2.0,vin
Sucre,Sucre,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,81.0,1787-12-10,2.0,sucre
,,A0124817,Nantes,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,170.0,1787-01-19,0.0,[vide]
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0397493,îles Scilly,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-04-24,2.0,eau-de-vie
Thé,thé,A0122918,Roscoff,A0397493,îles Scilly,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-04-24,2.0,thé
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0397493,îles Scilly,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-08-30,1.0,eau-de-vie
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0397493,îles Scilly,Angleterre,Etranger,Angleterre,Grande-Bretagne,5.0,1787-12-21,1.0,eau-de-vie
Sel,Sel,A0136930,Marennes,A0618784,Dordrecht ,Hollande,Etranger,Hollande,Provinces-Unies,176.0,1787-10-02,1.0,sel
Sel,Sel,A0136930,Marennes,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,128.0,1787-11-17,1.0,sel
,,A0187101,Le Havre,A0409139,Newcastle,Angleterre,Etranger,Angleterre,Grande-Bretagne,142.0,1787-08-27,0.0,[vide]
Sel,Sel,A0136930,Marennes,B0000050,Rhode Island,Etats-Unis,Etranger,Rhode Island,Etats-Unis d'Amérique,146.0,1787-09-28,2.0,sel
Vin,Vin,A0136930,Marennes,B0000050,Rhode Island,Etats-Unis,Etranger,Rhode Island,Etats-Unis d'Amérique,146.0,1787-09-28,2.0,vin
Vin,Vin,A0180923,Bordeaux,A1164922,Stettin,Prusse,Etranger,,Prusse,200.0,1787-03-12,1.0,vin
Tabac en feuilles,tabac en feuilles,A0140266,Lorient,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,35.0,1787-05-16,2.0,feuilles de tabac
Eau de vie,Eau-de-vie,A0140266,Lorient,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,35.0,1787-05-16,2.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,75.0,1787-11-06,2.0,vin
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A1945598,Guernesey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,75.0,1787-11-06,2.0,eau-de-vie
Sel,Sel,A0133403,Ars-en-Ré,A0400294,Teignmouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,108.0,1787-03-12,1.0,sel
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0379452,Penzance,Angleterre,Etranger,Angleterre,Grande-Bretagne,3.0,1787-11-20,1.0,eau-de-vie
Sel,Sel,A0140266,Lorient,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,118.0,1787-07-28,1.0,sel
Eau de vie,Eau-de-vie,A0140266,Lorient,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,140.0,1787-07-09,3.0,eau-de-vie
Sel,Sel,A0140266,Lorient,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,140.0,1787-07-09,3.0,sel
Salpetre,salpetre,A0140266,Lorient,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,140.0,1787-07-09,3.0,salpêtre
Sel,Sel,A0133403,Ars-en-Ré,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,227.0,1787-05-25,1.0,sel
Farine,Farine,A0180923,Bordeaux,A0114403,La Corogne,Espagne,Etranger,,Espagne,160.0,1787-01-15,2.0,farine
Autres marchandises,Diverses marchandises,A0180923,Bordeaux,A0114403,La Corogne,Espagne,Etranger,,Espagne,160.0,1787-01-15,2.0,marchandises
Tabac,tabac,A0140266,Lorient,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,42.0,1787-09-14,3.0,tabac
Eau de vie,Eau-de-vie,A0140266,Lorient,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,42.0,1787-09-14,3.0,eau-de-vie
Vin,Vin,A0140266,Lorient,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,42.0,1787-09-14,3.0,vin
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0385041,Polperro,Angleterre,Etranger,Angleterre,Grande-Bretagne,18.0,1787-09-29,1.0,eau-de-vie
Café,Café,A0180923,Bordeaux,A1204354,Dantzig ,Quatre villes hanséatiques,Etranger,,Pologne,168.0,1787-08-02,2.0,café
Sirop,sirop,A0180923,Bordeaux,A1204354,Dantzig ,Quatre villes hanséatiques,Etranger,,Pologne,168.0,1787-08-02,2.0,sirop
Goudron,Goudron,A0187995,Bayonne,A0106551,Camariñas,Espagne,Etranger,,Espagne,12.0,1787-06-20,4.0,goudron
Brai,Brai,A0187995,Bayonne,A0106551,Camariñas,Espagne,Etranger,,Espagne,12.0,1787-06-20,4.0,brai
Eau de vie,Eau-de-vie,A0187995,Bayonne,A0106551,Camariñas,Espagne,Etranger,,Espagne,12.0,1787-06-20,4.0,eau-de-vie
Savon,Savon,A0187995,Bayonne,A0106551,Camariñas,Espagne,Etranger,,Espagne,12.0,1787-06-20,4.0,savon
,,A0124817,Nantes,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,130.0,1787-10-24,0.0,[vide]
Sucre,Sucre,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,175.0,1787-10-02,2.0,sucre
Vin,Vin,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,175.0,1787-10-02,2.0,vin
Sel,Sel,A0127055,Saint-Martin-de-Ré,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,70.0,1787-08-17,1.0,sel
Vin,Vin,A0180923,Bordeaux,A0605259,Cork,Angleterre,Etranger,Irlande,Grande-Bretagne,80.0,1787-11-06,2.0,vin
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0605259,Cork,Angleterre,Etranger,Irlande,Grande-Bretagne,80.0,1787-11-06,2.0,eau-de-vie
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,46.0,1787-02-17,1.0,eau-de-vie
,,A0124817,Nantes,A0605259,Cork,Angleterre,Etranger,Irlande,Grande-Bretagne,25.0,1787-01-19,0.0,[vide]
Vin,Vin,A0181755,Collioure,A0243698,Porto Maurizio,,Etranger,,République de Gênes,36.0,1787-01-29,1.0,vin
Sel,Sel,A0195938,Saint-Gilles-sur-Vie,A0090764,Lekeitio,Espagne,Etranger,,Espagne,40.0,1787-06-18,1.0,sel
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0397385,Plymouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,8.0,1787-03-28,2.0,eau-de-vie
Genièvre,genièvre,A0122918,Roscoff,A0397385,Plymouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,8.0,1787-03-28,2.0,genièvre
,,A0187101,Le Havre,A0379790,Liverpool,Angleterre,Etranger,Angleterre,Grande-Bretagne,116.0,1787-09-07,0.0,[vide]
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,100.0,1787-01-22,0.0,[vide]
Vin,Vin,A0180923,Bordeaux,A1164922,Stettin,Prusse,Etranger,,Prusse,150.0,1787-03-03,1.0,vin
Sucre,Sucre,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,177.0,1787-06-08,2.0,sucre
Vin,Vin,A0180923,Bordeaux,A0620777,Amsterdam,Hollande,Etranger,Hollande,Provinces-Unies,177.0,1787-06-08,2.0,vin
,,A0218974,Ajaccio,A1964975,Italie,,Etranger,,multi-Etat,,1787-09-03,0.0,[vide]
,,A0198999,La Rochelle,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,120.0,1787-03-06,0.0,[vide]
Sel,Sel,A0133403,Ars-en-Ré,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,140.0,1787-02-15,1.0,sel
Sel,Sel,A0127055,Saint-Martin-de-Ré,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,38.0,1787-08-17,1.0,sel
Sel,Sel,A0133403,Ars-en-Ré,A0912818,Bergue ,Danemark,Etranger,Norvège,Danemark,200.0,1787-05-09,1.0,sel
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0391498,cap Lizard,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-04-25,1.0,eau-de-vie
Tobacco,tobacco,A0180923,Bordeaux,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,189.0,1787-02-08,3.0,tabac
Eau de vie,Eau-de-vie,A0180923,Bordeaux,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,189.0,1787-02-08,3.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,189.0,1787-02-08,3.0,vin
,,A0162516,Le Pouliguen,A0397385,Plymouth,Angleterre,Etranger,Angleterre,Grande-Bretagne,71.0,1787-02-17,0.0,[vide]
Sel,Sel,A0136403,Noirmoutier,A0390202,Greenock,Angleterre,Etranger,Ecosse,Grande-Bretagne,40.0,1787-05-18,1.0,sel
Sel,Sel,A0140266,Lorient,B0000038,"Portsmouth, VA,",Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,115.0,1787-03-21,1.0,sel
Genièvre,genièvre,A0122918,Roscoff,A0089345,île de Man,Angleterre,Etranger,Angleterre,Grande-Bretagne,28.0,1787-04-20,2.0,genièvre
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0089345,île de Man,Angleterre,Etranger,Angleterre,Grande-Bretagne,28.0,1787-04-20,2.0,eau-de-vie
Tobacco,tobacco,A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,330.0,1787-04-27,3.0,tabac
Tobacco,tobacco,A0180923,Bordeaux,B0000006,Baltimore,Etats-Unis,Etranger,Maryland,Etats-Unis d'Amérique,330.0,1787-04-27,3.0,tabac
Eau de vie,Eau-de-vie,A0122918,Roscoff,A0387228,Gweek,Angleterre,Etranger,Angleterre,Grande-Bretagne,14.0,1787-09-19,1.0,eau-de-vie
,,A0124817,Nantes,A0046492,Bruges,Etats de l'Empereur,Etranger,Pays-Bas autrichiens,Autriche,191.0,1787-08-08,0.0,[vide]
Tobacco,tobacco,A0180923,Bordeaux,B0000005,New York,Etats-Unis,Etranger,New York,Etats-Unis d'Amérique,289.0,1787-10-30,2.0,tabac
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0596535,Galway,Angleterre,Etranger,Irlande,Grande-Bretagne,65.0,1787-06-02,2.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,A0596535,Galway,Angleterre,Etranger,Irlande,Grande-Bretagne,65.0,1787-06-02,2.0,vin
Sel,Sel,A0133403,Ars-en-Ré,A0897151,Flekkefjord ,Danemark,Etranger,Norvège,Danemark,60.0,1787-10-31,1.0,sel
Vin,Vin,A0147257,Saint-Tropez,A0250650,San Remo,,Etranger,,République de Gênes,16.0,1787-09-29,1.0,vin
Vin,Vin,A0147257,Saint-Tropez,A0250650,San Remo,,Etranger,,République de Gênes,15.0,1787-10-05,1.0,vin
Vin,Vin,A0147257,Saint-Tropez,A0209756,Menton,,Etranger,,Monaco,2.0,1787-01-24,1.0,vin
Vin,Vin,A0147257,Saint-Tropez,A0209756,Menton,,Etranger,,Monaco,3.0,1787-10-11,1.0,vin
Vin,Vin,A0147257,Saint-Tropez,A0234464,Dian,,Etranger,,République de Gênes,5.0,1787-10-20,1.0,vin
Vin,Vin,A0147257,Saint-Tropez,A0248965,Oneille,,Etranger,,Royaume de Piémont-Sardaigne,2.0,1787-09-29,1.0,vin
Vin,Vin,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,144.0,1787-04-19,2.0,vin
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,144.0,1787-04-19,2.0,eau-de-vie
,,A0187101,Le Havre,A0605259,Cork,Angleterre,Etranger,Irlande,Grande-Bretagne,136.0,1787-03-01,0.0,[vide]
Tabac,tabac,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,220.0,1787-02-26,2.0,tabac
Vin,Vin,A0180923,Bordeaux,A0691896,Brême,Quatre villes hanséatiques,Etranger,,Brême,220.0,1787-02-26,2.0,vin
Autres marchandises,Diverses marchandises,A0180923,Bordeaux,A0389327,Hull,Angleterre,Etranger,Angleterre,Grande-Bretagne,160.0,1787-10-04,2.0,marchandises
Vin,Vin,A0180923,Bordeaux,A0389327,Hull,Angleterre,Etranger,Angleterre,Grande-Bretagne,160.0,1787-10-04,2.0,vin
Sel,Sel,A0133403,Ars-en-Ré,B0000048,Boston,Etats-Unis,Etranger,Massachussets,Etats-Unis d'Amérique,200.0,1787-09-13,1.0,sel
,,A0124817,Nantes,A0743522,Hambourg,Quatre villes hanséatiques,Etranger,,Hambourg,113.0,1787-03-15,0.0,[vide]
Autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-11-27,2.0,marchandises
Genèvre,genèvre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-11-27,2.0,genièvre
Genèvre,genèvre,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-11-19,2.0,genièvre
Autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0394917,Angleterre (destination simulée pour),Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-11-19,2.0,marchandises
,,A0171758,Tonnay-Charente,A1964976,Îles Féroé,Danemark,Etranger,,Danemark,25.0,1787-02-08,0.0,[vide]
Autres marchandises,Diverses marchandises,B0000058,Norfolk,B0000276,Virginie,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-02-21,3.0,marchandises
Vin,Vin,B0000058,Norfolk,B0000276,Virginie,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-02-21,3.0,vin
Tobacco,tobacco,B0000058,Norfolk,B0000276,Virginie,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-02-21,3.0,tabac
Vin,Vin,B0000959,James River,B0000054,Richmond,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-10-01,3.0,vin
Eau de vie,Eau-de-vie,B0000959,James River,B0000054,Richmond,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-10-01,3.0,eau-de-vie
Tobacco,tobacco,B0000959,James River,B0000054,Richmond,Etats-Unis,Etranger,Virginie,Etats-Unis d'Amérique,107.0,1787-10-01,3.0,tabac
Bestiaux,bestiaux,A0209786,Port-Bail,A1963330,Jersey,Angleterre,Etranger,Iles anglo-normandes,Grande-Bretagne,3.0,1787-10-03,1.0,bestiaux
Farine,Farine,A0180923,Bordeaux,A0095951,Santander,Espagne,Etranger,,Espagne,55.0,1787-12-12,2.0,farine
Froment,Froment,A0180923,Bordeaux,A0095951,Santander,Espagne,Etranger,,Espagne,55.0,1787-12-12,2.0,grains froment
,,A0165080,Calais,A0386686,Deal,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-01-05,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-04-19,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,32.0,1787-10-30,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-18,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-25,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-11-08,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-11-13,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-12-16,0.0,[vide]
Cambrai,cambrai,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,72.0,1787-10-03,3.0,toile de Cambrai
Coton,Coton,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,72.0,1787-10-03,3.0,coton
Autres marchandises,Diverses marchandises,A0204180,Dunkerque,A0381691,Londres,Angleterre,Etranger,Angleterre,Grande-Bretagne,72.0,1787-10-03,3.0,marchandises
,,A0165080,Calais,A0388192,Margate,Angleterre,Etranger,Angleterre,Grande-Bretagne,4.0,1787-06-29,0.0,[vide]
Passagers,Passagers,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,25.0,1787-01-02,1.0,passagers
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-01-15,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-01-22,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-02-01,0.0,[vide]
Passagers,Passagers,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,12.0,1787-02-14,1.0,passagers
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-02-17,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-03-21,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-03-27,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-04-12,0.0,[vide]
Passagers,Passagers,A0152606,Boulogne-sur-Mer,A0390929,Angleterre,Angleterre,Etranger,Angleterre,Grande-Bretagne,25.0,1787-04-16,1.0,passagers
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-06-27,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-06-30,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-07-03,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-07-08,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-07-11,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-07-23,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-08-10,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-09-03,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-02,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-05,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-11,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-21,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-10-31,0.0,[vide]
,,A0165080,Calais,A0382747,Douvres,Angleterre,Etranger,Angleterre,Grande-Bretagne,30.0,1787-09-01,0.0,[vide]
,,A0165080,Calais,A0386686,Deal,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-20,0.0,[vide]
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-03-05,2.0,eau-de-vie
Vin,Vin,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-03-05,2.0,vin
Vin,Vin,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-06-02,2.0,vin
Eau de vie,Eau-de-vie,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-06-02,2.0,eau-de-vie
Autres marchandises,Diverses marchandises,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-09-01,2.0,marchandises
Vin,Vin,A0180923,Bordeaux,A0614666,Dublin,Angleterre,Etranger,Irlande,Grande-Bretagne,100.0,1787-09-01,2.0,vin
,,A0165080,Calais,A0387292,Folkestone,Angleterre,Etranger,Angleterre,Grande-Bretagne,2.0,1787-08-17,0.0,[vide]
Sel,Sel,A0213139,Le Croisic,A0917656,Egersund ,Danemark,Etranger,Norvège,Danemark,56.0,1787-08-16,1.0,sel
