year,value,source,export,import,partner,product,product_revolutionempire,product_simplification,product_sitc_FR,customs_region,customs_office
1789,510,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en bouteille,Verrerie,bouteilles de verres,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,391,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en bouteille,Verrerie,bouteilles de verres,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,1000,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; en gobelets,Verrerie,gobelets de verre,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,13305,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; à vitres,Verrerie,verres à vitre,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Dunkerque
1789,896,best_guess_region_prodxpart,yes,no,dunkerque,Vin,Vins divers,vin,Boissons et tabac,Flandre,Dunkerque
1789,23412,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; en bouteilles,Vins divers,vin en bouteilles,Boissons et tabac,Flandre,Dunkerque
1789,3600,best_guess_region_prodxpart,yes,no,dunkerque,Vin ; en bouteilles,Vins divers,vin en bouteilles,Boissons et tabac,Flandre,Dunkerque
1789,24,best_guess_region_prodxpart,yes,no,dunkerque,Vinaigre,"Bière, cidre et vinaigre",vinaigre,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,7250,best_guess_region_prodxpart,yes,no,dunkerque,Dentelle ; de fil,Dentelles,dentelle de fil,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Bailleul
1789,800,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; blanc ; retord,Fils divers,fil blanc retors,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Bailleul
1789,282,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelle,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Bailleul
1789,307,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; blanche,Toiles diverses,toile blanche,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Bailleul
1789,315,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de terre cuite ; en brique,Ouvrages divers et mélangés,brique,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Graveline
1789,282,best_guess_region_prodxpart,yes,no,dunkerque,Ouvrages ; de terre cuite ; en pipes,"Porcelaine, poterie, faïence et ouvrages de terre",pipes à fumer de terre cuite,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,450,best_guess_region_prodxpart,yes,no,dunkerque,Pain ; d'épice,Subsistances diverses et mélangées,pain d'épice,Autres produits alimentaires et animaux,Flandre,Graveline
1789,3706,best_guess_region_prodxpart,yes,no,dunkerque,Papier ; gris,Papier,papier gris,Papier,Flandre,Graveline
1789,425,best_guess_region_prodxpart,yes,no,dunkerque,Papier ; peint,Papier,papier peint,Papier,Flandre,Graveline
1789,456,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de moutons ; chamoisées,"Cuirs, peaux et pelleterie",peaux de mouton chamoisées,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Graveline
1789,1894,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de moutons ; en blanc,"Cuirs, peaux et pelleterie",peaux de mouton blanc,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Graveline
1789,1200,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de veaux ; corroyées,"Cuirs, peaux et pelleterie",peaux corroyées de veau,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Graveline
1789,2090,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de veaux ; en croute,"Cuirs, peaux et pelleterie",peaux de veau en croûte,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Graveline
1789,800,best_guess_region_prodxpart,yes,no,dunkerque,Peaux ; de veaux ; en magie,"Cuirs, peaux et pelleterie",peaux de veau en magie,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Graveline
1789,195,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; de fer,Quincaillerie,quincaillerie de fer,"Métaux, produits métalliques et outils",Flandre,Graveline
1789,805,best_guess_region_prodxpart,yes,no,dunkerque,Quincaillerie ; en clous,Quincaillerie,quincaillerie clou,"Métaux, produits métalliques et outils",Flandre,Graveline
1789,5901,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelles,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,130,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en côte,Tabac,tabac en côtes,Boissons et tabac,Flandre,Graveline
1789,840,best_guess_region_prodxpart,yes,no,dunkerque,Tabac ; en feuilles,Tabac,feuilles de tabac,Boissons et tabac,Flandre,Graveline
1789,225,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; d'emballage,Toiles diverses,toile d'emballage,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Graveline
1789,57,best_guess_region_prodxpart,yes,no,dunkerque,Verre ; à boire ; assortiment,Verrerie,verres à boire,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Graveline
1789,56530,best_guess_region_prodxpart,yes,no,dunkerque,Ustensiles ; de pêche,Ouvrages divers et mélangés,outils de pêche,"Métaux, produits métalliques et outils",Flandre,Graveline
1789,7285,best_guess_region_prodxpart,yes,no,dunkerque,Ustensiles ; de pêche,Ouvrages divers et mélangés,outils de pêche,"Métaux, produits métalliques et outils",Flandre,Graveline
1789,4700,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en battreaux,"Ouvrages de bois, liège et jonc",mâtereaux de bois,Machines et moyens de transport y compris sellerie,Flandre,Dunkerque
1789,5429,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler ; en fagots,Combustibles dont charbons et bois,fagots de bois pour brûler,Combustibles,Flandre,Dunkerque
1789,5142,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler ; en ?,Combustibles dont charbons et bois,bois pour brûler en ???,Combustibles,Flandre,Dunkerque
1789,286,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en tailles ; à couvrir,"Ouvrages de bois, liège et jonc",taille de bois pour couvrir,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,327,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; merrain,"Ouvrages de bois, liège et jonc",merrains,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,175,best_guess_region_prodxpart,yes,no,dunkerque,Amidon,Ouvrages divers et mélangés,amidon,Produits chimiques transformés n.d.a.,Flandre,Graveline
1789,478,best_guess_region_prodxpart,yes,no,dunkerque,Beurre,Beurre,beurre,Autres produits alimentaires et animaux,Flandre,Graveline
1789,3919,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; d'ozier,Bois divers hors combustible,bois d'osier,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Graveline
1789,250,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de coton ; en bas,Habits et lingerie,bas de coton,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,3312,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de laine ; en bas,Habits et lingerie,bas de laine,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,792,best_guess_region_prodxpart,yes,no,dunkerque,Bonneterie ; de fil ; en bas,Habits et lingerie,bas de fil,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,642,best_guess_region_prodxpart,yes,no,dunkerque,Chapeaux ; communs ; de laine,Chapeaux hors paille et écorce,chapeaux de laine communs,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,8320,best_guess_region_prodxpart,yes,no,dunkerque,Chaux,Matières premières diverses,chaux,Produits chimiques transformés n.d.a.,Flandre,Graveline
1789,165,best_guess_region_prodxpart,yes,no,dunkerque,Cire ; jaune,Cire,cire jaune,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Graveline
1789,312,best_guess_region_prodxpart,yes,no,dunkerque,Colle ; forte,Colles diverses,colle forte,Produits chimiques transformés n.d.a.,Flandre,Graveline
1789,17457,best_guess_region_prodxpart,yes,no,dunkerque,Cordage et ficelle,Cordage et filets,cordage et ficelle,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Graveline
1789,142,best_guess_region_prodxpart,yes,no,dunkerque,Fayance ; commune,"Porcelaine, poterie, faïence et ouvrages de terre",faïence commune,"Articles minéraux non métalliques manufacturés, n.d.a.",Flandre,Graveline
1789,574,best_guess_region_prodxpart,yes,no,dunkerque,Fer ; ouvré ; de plomb,Ouvrages métalliques,ouvrages de fer de plomb,"Métaux, produits métalliques et outils",Flandre,Graveline
1789,250,best_guess_region_prodxpart,yes,no,dunkerque,Fromage,Fromage,fromage,Autres produits alimentaires et animaux,Flandre,Graveline
1789,200,best_guess_region_prodxpart,yes,no,dunkerque,Fruits ; cruds ; en marron,Fruits secs et noix,marrons crus,Autres produits alimentaires et animaux,Flandre,Graveline
1789,332,best_guess_region_prodxpart,yes,no,dunkerque,Intrusments ; de musique,Ouvrages divers et mélangés,instruments de musique,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,635,best_guess_region_prodxpart,yes,no,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Graveline
1789,3000,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; mêlée,Mercerie,mercerie,Divers mélangés,Flandre,Graveline
1789,396,best_guess_region_prodxpart,yes,no,dunkerque,Mercerie ; mêlée,Mercerie,mercerie,Divers mélangés,Flandre,Graveline
1789,318,best_guess_region_prodxpart,yes,no,dunkerque,Meubles,"Meubles, glaces et miroirs",mobilier,Articles manufacturés divers n.d.a,Flandre,Graveline
1789,212,best_guess_region_prodxpart,yes,no,dunkerque,Miel ; cru,Miel,miel cru,Autres produits alimentaires et animaux,Flandre,Graveline
1789,1836,best_guess_region_prodxpart,yes,no,dunkerque,Miel ; façoné,Miel,miel façonné,Autres produits alimentaires et animaux,Flandre,Graveline
1789,132,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; de gitte,Bois divers hors combustible,bois de gitte,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,3717,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; d'orme ; en planches,"Ouvrages de bois, liège et jonc",planches d'orme,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,73,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; scié,"Ouvrages de bois, liège et jonc",bois scié,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Graveline
1789,280,best_guess_region_prodxpart,yes,no,dunkerque,Beurre,Beurre,beurre,Autres produits alimentaires et animaux,Flandre,Steenfort
1789,432,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; en perches,"Ouvrages de bois, liège et jonc",perches de bois,"Produits du bois, liège, jonc",Flandre,Steenfort
1789,1401,best_guess_region_prodxpart,yes,no,dunkerque,Fil ; de lin ; teint ; à coudre,Fils divers,fil de lin teint à coudre,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Steenfort
1789,215,best_guess_region_prodxpart,yes,no,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Steenfort
1789,1356,best_guess_region_prodxpart,yes,no,dunkerque,Suif ; en chandelles,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Steenfort
1789,306,best_guess_region_prodxpart,yes,no,dunkerque,Toile ; grise,Toiles diverses,toile grise,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Steenfort
1789,120,best_guess_region_prodxpart,yes,no,dunkerque,Bois ; à brûler,Combustibles dont charbons et bois,bois pour brûler,Combustibles,Flandre,Turcoing
1789,44700,best_guess_region_prodxpart,no,yes,dunkerque,Bestiaux ; en bœufs ; gras,Chairs et œufs,bœuf gras,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,8820,best_guess_region_prodxpart,no,yes,dunkerque,Bestiaux ; en vaches ; grasses,Animaux,vaches,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,256,best_guess_region_prodxpart,no,yes,dunkerque,Cartes ; à jouer,Librairie,cartes à jouer,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,100,best_guess_region_prodxpart,no,yes,dunkerque,Cheveyx,Matières premières diverses,cheveux,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,659,best_guess_region_prodxpart,no,yes,dunkerque,Cordages,Cordage et filets,cordage,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,440,best_guess_region_prodxpart,no,yes,dunkerque,Cordages ; en morceaux,Cordage et filets,cordage en morceaux,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,274,best_guess_region_prodxpart,no,yes,dunkerque,Cordages ; en ficelles,Fils divers,ficelle,Autres filés ou tissés,Flandre,Dunkerque
1789,264,best_guess_region_prodxpart,no,yes,dunkerque,Cuivre ; ouvré,Ouvrages métalliques,ouvrages de cuivre,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,1969,best_guess_region_prodxpart,no,yes,dunkerque,Cuivre ; e mitraille,Métaux divers et mélangés,mitrailles de cuivre,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,56,best_guess_region_prodxpart,no,yes,dunkerque,Drogues ; médicinale ; diverses,Manne et médicaments,médicaments,Produits chimiques transformés n.d.a.,Flandre,Dunkerque
1789,85823,best_guess_region_prodxpart,no,yes,dunkerque,Drogues ; pour peinture et teinture ; indigo,Indigo,indigo,Produits chimiques transformés n.d.a.,Flandre,Dunkerque
1789,23110,best_guess_region_prodxpart,no,yes,dunkerque,Eau ; de vie ; de Genièvre,Eaux-de-vie et liqueurs,eau-de-vie de genièvre,Boissons et tabac,Flandre,Dunkerque
1789,200,best_guess_region_prodxpart,no,yes,dunkerque,Etain ; en barres ou en blocs,Étain,barres d'étain ou blocs d'étain,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,517,best_guess_region_prodxpart,no,yes,dunkerque,Fer ; en mitrailles,Fer,fer en mitraille,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,1382,best_guess_region_prodxpart,no,yes,dunkerque,Fruits ; confits ; en confiture ; des Isles,Subsistances diverses et mélangées,fruits confits en confitures des Îles,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1824,best_guess_region_prodxpart,no,yes,dunkerque,Grains ; comestibles ; orge,Blé et autres grains comestibles,grains orge,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,118,best_guess_region_prodxpart,no,yes,dunkerque,Holorgerie ; en pendules ; de cuivre,Horlogerie,pendules de cuivre,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,2000,best_guess_region_prodxpart,no,yes,dunkerque,Instruments ; de musique ; en piano,Ouvrages divers et mélangés,piano,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,150,best_guess_region_prodxpart,no,yes,dunkerque,Ivoire ; ouvré,Ouvrages divers et mélangés,ouvrages d'ivoire,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,400,best_guess_region_prodxpart,no,yes,dunkerque,Légumes ; en poix feves et haricots,Légumes,pois et fève et haricot,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,386.25,best_guess_region_prodxpart,no,yes,dunkerque,Liege ; en bouchons,Bouchons principalement en liège,liège en bouchons,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,1486,best_guess_region_prodxpart,no,yes,dunkerque,Linge ; de table,Habits et lingerie,linge de table,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,721,best_guess_region_prodxpart,no,yes,dunkerque,Liqueur ; diverses,Eaux-de-vie et liqueurs,liqueurs diverses,Boissons et tabac,Flandre,Dunkerque
1789,1349,best_guess_region_prodxpart,no,yes,dunkerque,Liqueur ; des Isles,Eaux-de-vie et liqueurs,liqueurs,Boissons et tabac,Flandre,Dunkerque
1789,1596,best_guess_region_prodxpart,no,yes,dunkerque,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Dunkerque
1789,1656,best_guess_region_prodxpart,no,yes,dunkerque,Metail ; de cloche,Ouvrages métalliques,cloches de métal,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,9858,best_guess_region_prodxpart,no,yes,dunkerque,Meubles,"Meubles, glaces et miroirs",mobilier,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,7803,best_guess_region_prodxpart,no,yes,dunkerque,Orfevrerie ; en vaisselle,Argenterie et orfèvrerie,vaisselle d'orfèvrerie,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,1056,best_guess_region_prodxpart,no,yes,dunkerque,Ouvrages ; de bois ; divers,"Ouvrages de bois, liège et jonc",ouvrages de bois,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,350,best_guess_region_prodxpart,no,yes,dunkerque,Ouvrages ; de cuir,"Cuirs, peaux et pelleterie",ouvrages de cuir,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,228,best_guess_region_prodxpart,no,yes,dunkerque,Ouvrages ; de cuivre,Ouvrages métalliques,ouvrages de cuivre,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,195,best_guess_region_prodxpart,no,yes,dunkerque,Peaux ; diverses,"Cuirs, peaux et pelleterie",peaux,"Cuirs, peaux et produits dérivés hors sellerie",Flandre,Dunkerque
1789,5727,best_guess_region_prodxpart,no,yes,dunkerque,Plomb ; de caisses ; de thé,Plomb,plomb de caisse de thé,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,186,best_guess_region_prodxpart,no,yes,dunkerque,Plomb ; en table,Ouvrages métalliques,table en plomb,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,140,best_guess_region_prodxpart,no,yes,dunkerque,Poisson ; de vers,Pêche et fruits de mer,poisson,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,101137,best_guess_region_prodxpart,no,yes,dunkerque,Poisson ; salé ; mariné ; harengs ; blanc,Pêche et fruits de mer,harengs blancs marinés et salés,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1533,best_guess_region_prodxpart,no,yes,dunkerque,Poisson ; salé ; mariné ; harengs ; ?,Pêche et fruits de mer,harengs marinés et salés,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,622050,best_guess_region_prodxpart,no,yes,dunkerque,Poisson ; salé ; mariné ; morue,Pêche et fruits de mer,morue marinée et salée,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,46038,best_guess_region_prodxpart,no,yes,dunkerque,Sel ; blanc,Sel,sel blanc,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,713058,best_guess_region_prodxpart,no,yes,dunkerque,Sel ; gris,Sel,sel gris,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,83660,best_guess_region_prodxpart,no,yes,dunkerque,Soye ; de Bengale,Soie,soie du Bengale,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,399384,best_guess_region_prodxpart,no,yes,dunkerque,Soye ; de Nankin,Soie,soie de Nankin,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,1614,best_guess_region_prodxpart,no,yes,dunkerque,Suif ; fondu,Graisses diverses,suif fondu,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,1188,best_guess_region_prodxpart,no,yes,dunkerque,Suif ; en chandelles,"Bougies, chandelles et flambeaux",chandelle de suif,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,2135,best_guess_region_prodxpart,no,yes,dunkerque,Sucre ; en pain,Sucre,sucre en pain,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,755,best_guess_region_prodxpart,no,yes,dunkerque,Sucrerie ; en dragées,Subsistances diverses et mélangées,dragées,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,302,best_guess_region_prodxpart,no,yes,dunkerque,Tabac ; à fumer,Tabac,tabac à fumer,Boissons et tabac,Flandre,Dunkerque
1789,3780,best_guess_region_prodxpart,no,yes,dunkerque,Tableaux,Objets d'art et d'histoire naturelle,tableaux,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,11289,best_guess_region_prodxpart,no,yes,dunkerque,Thé,Thé,thé,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,1065,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; en fair,Toiles diverses,toile en fair,Autres filés ou tissés mélangés de fibres végétales dont toiles,Flandre,Dunkerque
1789,475,best_guess_region_prodxpart,no,yes,dunkerque,Toile ; à voile,Toiles diverses,toile pour voile,Machines et moyens de transport y compris sellerie,Flandre,Dunkerque
1789,3552,best_guess_region_prodxpart,no,yes,dunkerque,Voiture,Ouvrages divers et mélangés,voitures,Machines et moyens de transport y compris sellerie,Flandre,Dunkerque
1789,168,best_guess_region_prodxpart,no,yes,dunkerque,Beurre,Beurre,beurre,Autres produits alimentaires et animaux,Flandre,Douay
1789,18551,best_guess_region_prodxpart,no,yes,dunkerque,Bierre,"Bière, cidre et vinaigre",bière,Boissons et tabac,Flandre,Dunkerque
1789,820,best_guess_region_prodxpart,no,yes,dunkerque,Bijouterie ; en épingles,Quincaillerie,épingles,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,342,best_guess_region_prodxpart,no,yes,dunkerque,Bouton ; de Pinsbach,Mercerie,boutons de pinsbeck,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,16,best_guess_region_prodxpart,no,yes,dunkerque,Charbon ; de terre,Combustibles dont charbons et bois,charbon de terre,Combustibles,Flandre,Dunkerque
1789,2500,best_guess_region_prodxpart,no,yes,dunkerque,Colle ; de poisson,Colles diverses,colle de poisson,Produits chimiques transformés n.d.a.,Flandre,Dunkerque
1789,102,best_guess_region_prodxpart,no,yes,dunkerque,Cordages ; de chanvre,Cordage et filets,cordage de chanvre,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,208,best_guess_region_prodxpart,no,yes,dunkerque,Cordages ; vieux,Cordage et filets,cordage vieux,Autres filés ou tissés,Flandre,Dunkerque
1789,179,best_guess_region_prodxpart,no,yes,dunkerque,Cuivre ; divers,Cuivre,cuivre,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,96,best_guess_region_prodxpart,no,yes,dunkerque,Dominoterie et cartes géographiques,Librairie,dominoterie et cartes géographiques,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,135,best_guess_region_prodxpart,no,yes,dunkerque,Eau ; d'odeur,Parfumerie et toilette,eau de senteur,Produits chimiques transformés n.d.a.,Flandre,Dunkerque
1789,133,best_guess_region_prodxpart,no,yes,dunkerque,Etoffes ; diverses,Étoffes diverses,étoffe,Autres filés ou tissés,Flandre,Dunkerque
1789,312,best_guess_region_prodxpart,no,yes,dunkerque,Farine ; de fleur,"Farine, gruau, biscuits et pâtes",farine de fleurs,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,182,best_guess_region_prodxpart,no,yes,dunkerque,Fer ; blanc ; ouvré,Ouvrages métalliques,ouvrages de fer-blanc,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,168,best_guess_region_prodxpart,no,yes,dunkerque,Fer ; blanc ; vieux,Fer-blanc,fer-blanc vieux,"Métaux, produits métalliques et outils",Flandre,Dunkerque
1789,1182,best_guess_region_prodxpart,no,yes,dunkerque,Fil ; ecru ; de lin,Fils divers,fil de lin écru,"Filés ou tissés de fibre végétale non mélangée (lin, chanvre, jute, etc.)",Flandre,Dunkerque
1789,667,best_guess_region_prodxpart,no,yes,dunkerque,Fruits ; confits ; en confitures,Subsistances diverses et mélangées,confitures,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,2440,best_guess_region_prodxpart,no,yes,dunkerque,Grains ; comestibles ; soucrion,Blé et autres grains comestibles,grains soucrillon,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,333,best_guess_region_prodxpart,no,yes,dunkerque,Graisses,Graisses diverses,graisse,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,117,best_guess_region_prodxpart,no,yes,dunkerque,Huile ; pied d'huile ; de poisson,Huile de poisson,pied d'huile de poisson,"Huiles, graisses et cires d'origine animale et végétale",Flandre,Dunkerque
1789,96,best_guess_region_prodxpart,no,yes,dunkerque,Laine ; filée,Fils divers,fil de laine commune,Filés ou tissés de laine et de poil,Flandre,Dunkerque
1789,600,best_guess_region_prodxpart,no,yes,dunkerque,Légumes ; en feves,Légumes,fèves,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,1413,best_guess_region_prodxpart,no,yes,dunkerque,Liege ; en bouchon,Bouchons principalement en liège,liège en bouchons,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,317,best_guess_region_prodxpart,no,yes,dunkerque,Liqueur,Eaux-de-vie et liqueurs,liqueurs,Boissons et tabac,Flandre,Dunkerque
1789,771,best_guess_region_prodxpart,no,yes,dunkerquemarseille,Marchandises ; à la valeur,Divers mélangés,marchandises à l'estimation,Divers mélangés,Flandre,Dunkerque
1789,130,best_guess_region_prodxpart,no,yes,dunkerque,Mercerie ; diverse,Mercerie,mercerie,Divers mélangés,Flandre,Dunkerque
1789,375,best_guess_region_prodxpart,no,yes,dunkerque,Mercerie ; melée,Mercerie,mercerie,Divers mélangés,Flandre,Dunkerque
1789,1966,best_guess_region_prodxpart,no,yes,dunkerque,Meubles ; vieux,"Meubles, glaces et miroirs",mobilier vieux,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,213,best_guess_region_prodxpart,no,yes,dunkerque,Mouchoirs ; divers,Châles et mouchoirs hors soie,mouchoirs,Autres filés ou tissés,Flandre,Dunkerque
1789,120,best_guess_region_prodxpart,no,yes,dunkerque,Orfevrerie ; en boucles ; d'argent,Ouvrages métalliques,boucles d'argent,Articles manufacturés divers n.d.a,Flandre,Dunkerque
1789,1027,best_guess_region_prodxpart,no,yes,dunkerque,Ouvrages ; de tonnelier ; en futaille,"Ouvrages de bois, liège et jonc",ouvrages de tonnellerie,"Produits du bois, liège, jonc",Flandre,Dunkerque
1789,420,best_guess_region_prodxpart,no,yes,dunkerque,Pain ; d'épice,Subsistances diverses et mélangées,pain d'épice,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,241,best_guess_region_prodxpart,no,yes,dunkerque,Plume ; à lit,Plumes brutes,plumes à lit,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,124,best_guess_region_prodxpart,no,yes,dunkerque,Poisson ; salé ; en saumon,Pêche et fruits de mer,saumon salé,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,160,best_guess_region_prodxpart,no,yes,dunkerque,Rogures ; de draps,Étoffes de laine,rognures de drap,Matières brutes non-comestibles non transformées n.d.a.,Flandre,Dunkerque
1789,938,best_guess_region_prodxpart,no,yes,dunkerque,Sucrerie ; en dragées,Subsistances diverses et mélangées,dragées,Autres produits alimentaires et animaux,Flandre,Dunkerque
1789,139,best_guess_region_prodxpart,no,yes,dunkerque,Sucre ; divers,Sucre,sucre,Produits agricoles alimentaires des régions de colonisation européenne,Flandre,Dunkerque
1789,882,best_guess_region_prodxpart,no,yes,dunkerque,Tabac ; en carottes,Tabac,tabac en carotte,Boissons et tabac,Flandre,Dunkerque
