year,homeport,tonnage,tonnage_class,tonnage_uncertainity,departure_fr,cargo_item_action,cargo_item_action2,cargo_item_action3,cargo_item_action4,commodity_purpose,commodity_purpose2,commodity_purpose3,commodity_purpose4
1787,dunkerque,38,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,60,[51-100],0,cherbourg,out,,,,lest,,,
1787,dunkerque,25,[21-50],0,calais,,,,,,,,
1787,dunkerque,90,[51-100],0,bordeaux,out,out,,,sucre,vin,,
1787,dunkerque,116,[101-200],0,marennes,out,,,,sel,,,
1787,dunkerque,180,[101-200],0,calais,,,,,,,,
1787,dunkerque,260,[201-500],0,dieppe,,,,,,,,
1787,dunkerque,90,[51-100],0,bordeaux,out,out,,,vin,autres,,
1787,dunkerque,42,[21-50],-1,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,25,[21-50],-1,rouen,,,,,,,,
1787,dunkerque,42,[21-50],-1,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,280,[201-500],0,marennes,out,,,,sel,,,
1787,dunkerque,450,[201-500],0,lorient,out,,,,autres marchandises,,,
1787,dunkerque,250,[201-500],0,marennes,out,,,,sel,,,
1787,dunkerque,250,[201-500],0,marennes,out,,,,sel,,,
1787,dunkerque,200,[101-200],0,bordeaux,out,out,,,vin,farine,,
1787,dunkerque,49,[21-50],0,lorient,,,,,,,,
1787,dunkerque,40,[21-50],0,rouen,,,,,,,,
1787,dunkerque,40,[21-50],0,rouen,,,,,,,,
1787,dunkerque,280,[201-500],0,dieppe,,,,,,,,
1787,dunkerque,50,[21-50],0,le havre,,,,,,,,
1787,dunkerque,49,[21-50],0,cherbourg,out,,,,lest,,,
1787,dunkerque,25,[21-50],-1,rouen,,,,,,,,
1787,dunkerque,40,[21-50],-1,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,25,[21-50],-1,étaples ,,,,,,,,
1787,dunkerque,43,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,30,[21-50],0,rouen,,,,,,,,
1787,dunkerque,30,[21-50],0,le havre,,,,,,,,
1787,dunkerque,83,[51-100],0,bordeaux,out,out,,,café,vin,,
1787,dunkerque,83,[51-100],0,bordeaux,out,out,,,sucre,vin,,
1787,dunkerque,42,[21-50],0,étaples ,out,,,,lest,,,
1787,dunkerque,60,[51-100],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,8,[1-20],0,calais,,,,,,,,
1787,dunkerque,8,[1-20],0,cherbourg,out,,,,lest,,,
1787,dunkerque,35,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,35,[21-50],0,étaples ,out,,,,lest,,,
1787,dunkerque,35,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,25,[21-50],0,rouen,,,,,,,,
1787,dunkerque,22,[21-50],0,calais,,,,,,,,
1787,dunkerque,25,[21-50],0,rouen,,,,,,,,
1787,dunkerque,35,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,30,[21-50],0,rouen,,,,,,,,
1787,dunkerque,38,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,75,[51-100],0,cherbourg,out,,,,lest,,,
1787,dunkerque,75,[51-100],0,le havre,,,,,,,,
1787,dunkerque,75,[51-100],0,rouen,,,,,,,,
1787,dunkerque,75,[51-100],0,rouen,,,,,,,,
1787,dunkerque,75,[51-100],0,rouen,,,,,,,,
1787,dunkerque,20,[1-20],0,le havre,,,,,,,,
1787,dunkerque,20,[1-20],0,le havre,,,,,,,,
1787,dunkerque,100,[51-100],0,bayonne,out,out,,,feuillards,carreaux de pierre,,
1787,dunkerque,110,[101-200],0,bordeaux,out,,,,froment,,,
1787,dunkerque,90,[51-100],0,bordeaux,out,out,,,vin,autres,,
1787,dunkerque,15,[1-20],0,calais,,,,,,,,
1787,dunkerque,240,[201-500],0,le havre,,,,,,,,
1787,dunkerque,40,[21-50],0,rouen,,,,,,,,
1787,dunkerque,40,[21-50],0,le havre,,,,,,,,
1787,dunkerque,40,[21-50],0,étaples ,out,,,,café,,,
1787,dunkerque,40,[21-50],0,rouen,,,,,,,,
1787,dunkerque,50,[21-50],0,rouen,,,,,,,,
1787,dunkerque,50,[21-50],0,le havre,,,,,,,,
1787,dunkerque,150,[101-200],0,bordeaux,out,out,,,café,vin,,
1787,dunkerque,68,[51-100],-1,marennes,out,,,,sel,,,
1787,dunkerque,25,[21-50],-1,rouen,,,,,,,,
1787,dunkerque,25,[21-50],-1,rouen,,,,,,,,
1787,dunkerque,42,[21-50],-1,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,40,[21-50],0,rouen,,,,,,,,
1787,dunkerque,320,[201-500],0,bordeaux,out,,,,lest,,,
1787,dunkerque,381,[201-500],0,marennes,out,out,,,vin,sel,,
1787,dunkerque,250,[201-500],0,saint-martin-de-ré,out,,,,vin,,,
1787,dunkerque,63,[51-100],0,marennes,out,,,,sel,,,
1789,dunkerque,250,[201-500],0,martinique,out,out,,,bierre,etc.,,
1789,dunkerque,25,[21-50],0,dunkerque,out,,,,bled,,,
1789,dunkerque,130,[101-200],0,barcelone,out,,,,blés,,,
1789,dunkerque,60,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,200,[101-200],0,gênes,,,,,,,,
1789,dunkerque,160,[101-200],0,barcelone,,,,,,,,
1789,dunkerque,38,[21-50],0,dunkerque,out,out,,,etc.,morue,,
1789,dunkerque,46,[21-50],0,dunkerque,out,out,,,orge,caffé,,
1789,dunkerque,30,[21-50],0,dunkerque,out,out,,,morue,etc.,,
1789,dunkerque,58,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,250,[201-500],0,dunkerque,out,out,,,bierre,etc.,,
1789,dunkerque,140,[101-200],0,dunkerque,out,out,,,autres marchandises,bœuf salé,,
1789,dunkerque,118,[101-200],0,dunkerque,out,out,,,autres marchandises,bœufs sallés,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,briques,,,
1789,dunkerque,350,[201-500],0,dunkerque,out,out,,,charbon,etc.,,
1789,dunkerque,85,[51-100],0,tonnay-charente,out,out,,,restant de marchandise,eau-de-vie,,
1789,dunkerque,470,[201-500],0,dunkerque,out,,,,farines,,,
1789,dunkerque,40,[21-50],0,dunkerque,,,,,,,,
1789,dunkerque,230,[201-500],0,dunkerque,,,,,,,,
1789,dunkerque,39,[21-50],0,ars-en-ré,out,,,,sel,,,
1789,dunkerque,200,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,130,[101-200],0,dunkerque,out,,,,autres marchandises,,,
1789,dunkerque,150,[101-200],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,165,[101-200],0,malaga,out,,,,autres marchandises,,,
1789,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,180,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,230,[201-500],0,dunkerque,out,out,out,,briques,bierre,etc.,
1789,dunkerque,130,[101-200],0,dunkerque,out,,,,bled,,,
1789,dunkerque,130,[101-200],0,dunkerque,out,,,,blés,,,
1789,dunkerque,130,[101-200],0,dunkerque,out,out,,,boeuf salé,autres marchandises,,
1789,dunkerque,250,[201-500],0,dunkerque,out,out,,,autres marchandises,bœuf salé,,
1789,dunkerque,300,[201-500],0,dunkerque,out,out,,,etc.,boeuf salé,,
1789,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,150,[101-200],0,dunkerque,out,out,out,,bières,briques,bouteilles,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,sel,briques,,
1789,dunkerque,260,[201-500],0,dunkerque,out,out,,,autres marchandises permises,charbon,,
1789,dunkerque,200,[101-200],0,dunkerque,out,out,out,out,etc.,bière,chaux,charbon
1789,dunkerque,180,[101-200],0,dunkerque,out,,,,autres marchandises,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,futailles vuides,,,
1789,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,60,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,250,[201-500],0,dunkerque,,,,,,,,
1789,dunkerque,160,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,160,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,230,[201-500],0,dunkerque,,,,,,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,orge,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,sel,,,
1789,dunkerque,10,[1-20],0,dunkerque,,,,,,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,etc.,sel,,
1789,dunkerque,100,[51-100],0,dunkerque,out,out,out,,etc.,sel,pêche à terre neuve,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,sel,peaux de bœufs,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,sel,,,
1789,dunkerque,100,[51-100],0,dunkerque,out,out,,,sel,etc.,,
1789,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,70,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,55,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,100,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,50,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,50,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,36,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,100,[51-100],0,dunkerque,out,out,out,,pêche à la morue verte,ustencils de pêche,sel,
1789,dunkerque,75,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,70,[51-100],0,dunkerque,out,out,out,,pêche à la morue,sel,ustensiles de pêche,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,sel,etc.,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,70,[51-100],0,dunkerque,out,,,,sels,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,sels,,,
1789,dunkerque,68,[51-100],0,dunkerque,out,out,,,sucre,caffé,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,sucre,caffé,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,out,,sucre,caffé,etc.,
1789,dunkerque,200,[101-200],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,etc.,sel,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,autres marchandises,,,
1789,dunkerque,160,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,120,[101-200],0,dunkerque,out,out,,,faire la pêche de la morue,ustencils de pêche,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,faire la pêche de la morue,ustencils de pêche,,
1789,dunkerque,90,[51-100],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,50,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,80,[51-100],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,120,[101-200],0,dunkerque,out,out,,,chasse à la morue [faire la pêche],ustencils de pêche,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,120,[101-200],0,dunkerque,out,out,,,pêche à la morue à terre neuve,ustensiles de pêche,,
1789,dunkerque,15,[1-20],0,dunkerque,,,,,,,,
1789,dunkerque,120,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,165,[101-200],0,dunkerque,out,,,,autres marchandises,,,
1789,dunkerque,110,[101-200],0,dunkerque,out,out,out,,vin,bière,etc.,
1789,dunkerque,300,[201-500],0,dunkerque,out,out,out,,etc.,morue,bièrre,
1789,dunkerque,180,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,200,[101-200],0,dunkerque,out,out,,,farines,bléd,,
1789,dunkerque,150,[101-200],0,dunkerque,out,out,,,autres marchandises,bœuf salé,,
1789,dunkerque,150,[101-200],0,dunkerque,out,out,,,autres marchandises,bœuf salés,,
1789,dunkerque,220,[201-500],0,dunkerque,out,out,,,autres marchandises,bœufs sallés,,
1789,dunkerque,220,[201-500],0,dunkerque,out,out,out,,bœufs sallés,etc.,bierres,
1789,dunkerque,200,[101-200],0,dunkerque,out,out,,,bœufs sallés,autres marchandises,,
1789,dunkerque,240,[201-500],0,dunkerque,out,out,out,out,briques,bouteilles vuides,bière,etc.
1789,dunkerque,200,[101-200],0,dunkerque,out,,,,briques,,,
1789,dunkerque,220,[201-500],0,dunkerque,out,out,out,out,biscuits,briques,bouteilles,etc.
1789,dunkerque,220,[201-500],0,dunkerque,out,out,out,,etc.,briques,charbon,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,etc.,caffé,,
1789,dunkerque,250,[201-500],0,dunkerque,out,out,,,etc.,briques,,
1789,dunkerque,220,[201-500],0,dunkerque,out,out,,,charbon,fer,,
1789,dunkerque,120,[101-200],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,diverses marchandises,,,
1789,dunkerque,200,[101-200],0,dunkerque,out,,,,diverses marchandises,,,
1789,dunkerque,300,[201-500],0,dunkerque,out,,,,diverses marchandises,,,
1789,dunkerque,280,[201-500],0,dunkerque,out,out,out,,fer,etc.,bœuf salé,
1789,dunkerque,170,[101-200],0,dunkerque,out,,,,fèves,,,
1789,dunkerque,40,[21-50],0,dunkerque,,,,,,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,graine de lin,,,
1789,dunkerque,60,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,40,[21-50],0,dunkerque,,,,,,,,
1789,dunkerque,320,[201-500],0,dunkerque,,,,,,,,
1789,dunkerque,120,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,180,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,140,[101-200],0,dunkerque,out,,,,lest,,,
1789,dunkerque,35,[21-50],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,150,[101-200],0,la rochelle,,,,,,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,sel,,,
1789,dunkerque,6,[1-20],0,dunkerque,out,,,,sel,,,
1789,dunkerque,100,[51-100],0,dunkerque,out,out,,,etc.,sel,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,out,,etc.,sel,ustencils de pêche,
1789,dunkerque,70,[51-100],0,dunkerque,out,out,out,,sel,faire la pêche à  la morue verte,ustencils de pêche,
1789,dunkerque,50,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,110,[101-200],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,80,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,45,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,110,[101-200],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,65,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,30,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,80,[51-100],0,dunkerque,out,out,,,ustencils de pêche,sel,,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,120,[101-200],0,dunkerque,out,out,out,,ustencils de pêche,sel,pêche à la morue verte,
1789,dunkerque,50,[21-50],0,dunkerque,out,out,,,sel,ustencils de pêche,,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,,,ustensiles de pêche,sel,,
1789,dunkerque,35,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,ustencils de pêche,sels,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,sels,,,
1789,dunkerque,90,[51-100],0,dunkerque,out,out,,,etc.,sels,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,sucre,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,sucre,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,graines de lin,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,90,[51-100],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,160,[101-200],0,dunkerque,out,,,,ustencils de pêche,,,
1789,dunkerque,45,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,48,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1789,dunkerque,150,[101-200],0,dunkerque,out,out,,,pêche à la morue,ustensiles de pêche,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,vin,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,futailles vides,vin,,
1789,dunkerque,420,[201-500],0,dunkerque,out,out,out,out,bière,etc.,vin,farines
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,vin,etc.,,
1789,dunkerque,38,[21-50],0,dunkerque,out,,,,morue,,,
1789,dunkerque,46,[21-50],0,dunkerque,out,,,,morues,,,
1789,dunkerque,46,[21-50],0,dunkerque,out,out,out,,etc.,huiles,morues,
1789,dunkerque,30,[21-50],0,dunkerque,out,out,,,huiles,morues,,
1789,dunkerque,20,[1-20],0,dunkerque,,,,,,,,
1789,dunkerque,20,[1-20],0,dunkerque,,,,,,,,
1789,dunkerque,25,[21-50],-1,dunkerque,out,out,,,etc.,morues,,
1789,dunkerque,43,[21-50],0,dunkerque,out,,,,morue,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,,,,huiles,,,
1789,dunkerque,50,[21-50],0,dunkerque,out,,,,bled,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,bled,,,
1789,dunkerque,25,[21-50],0,dunkerque,out,,,,bleds,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,out,,etc.,caffé,sucre,
1789,dunkerque,83,[51-100],0,dunkerque,out,,,,différentes marchandises,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,,,etc.,eau-de-vie,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,farine,,,
1789,dunkerque,200,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,68,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,60,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,80,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,62,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,75,[51-100],0,dunkerque,out,out,,,etc.,morue,,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,etc.,morue,,
1789,dunkerque,70,[51-100],0,dunkerque,out,out,,,morue,etc.,,
1789,dunkerque,75,[51-100],0,dunkerque,out,out,,,etc.,morue,,
1789,dunkerque,53,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,sel,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,etc.,sel,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,sucre,,,
1789,dunkerque,38,[21-50],0,dunkerque,out,,,,sucre,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,out,,caffé,sucre,etc.,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,sucre,etc.,,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,out,,vins,sucre,etc.,
1789,dunkerque,40,[21-50],0,dunkerque,out,out,,,etc.,vin,,
1789,dunkerque,38,[21-50],0,dunkerque,out,,,,sel,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,morue,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,out,,,etc.,bouteilles,,
1789,dunkerque,20,[1-20],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,morue,graines de lin,,
1789,dunkerque,42,[21-50],0,dunkerque,out,,,,morue,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,avoine,,,
1789,dunkerque,75,[51-100],0,dunkerque,out,,,,bled,,,
1789,dunkerque,75,[51-100],0,dunkerque,out,out,,,etc.,bled,,
1789,dunkerque,60,[51-100],0,dunkerque,out,,,,bleds,,,
1789,dunkerque,20,[1-20],0,dunkerque,out,out,,,farine,bleds,,
1789,dunkerque,38,[21-50],0,dunkerque,,,,,,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,,,,café,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,diverses marchandises,,,
1789,dunkerque,25,[21-50],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,140,[101-200],0,dunkerque,out,out,,,grain,autres marchandises,,
1789,dunkerque,64,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,caffé,huilles,,
1789,dunkerque,50,[21-50],0,dunkerque,out,out,,,etc.,huilles,,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,out,,etc.,graines de lin,huilles,
1789,dunkerque,60,[51-100],0,dunkerque,out,out,out,,etc.,huilles,morues,
1789,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1789,dunkerque,120,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,134,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,140,[101-200],0,dunkerque,,,,,,,,
1789,dunkerque,24,[21-50],0,dunkerque,out,,,,lest,,,
1789,dunkerque,70,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,etc.,morue,,
1789,dunkerque,75,[51-100],0,dunkerque,out,,,,morue,,,
1789,dunkerque,40,[21-50],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,30,[21-50],0,dunkerque,out,,,,sel,,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,sucre,caffé,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,out,,sucre,etc.,caffé,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,sucre,etc.,,
1789,dunkerque,42,[21-50],0,dunkerque,out,out,,,etc.,sucre,,
1789,dunkerque,90,[51-100],0,dunkerque,out,,,,etc.,,,
1789,dunkerque,200,[101-200],0,martinique,out,out,,,bœufs sallés,autres marchandises,,
1789,dunkerque,118,[101-200],0,martinique,out,out,,,autres marchandises,bœufs sallés,,
1789,dunkerque,130,[101-200],0,gênes,out,,,,autres marchandises,,,
1789,dunkerque,150,[101-200],0,gênes,out,,,,etc.,,,
1789,dunkerque,165,[101-200],0,barcelone,out,,,,autres marchandises,,,
1789,dunkerque,90,[51-100],0,rochefort,out,,,,vuide,,,
1789,dunkerque,70,[51-100],0,la rochelle,,,,,,,,
1789,dunkerque,70,[51-100],0,ars-en-ré,out,,,,sel,,,
1789,dunkerque,60,[51-100],0,ostende,out,,,,diverses marchandises,,,
1789,dunkerque,200,[101-200],0,marennes,out,,,,sel,,,
1789,dunkerque,120,[101-200],0,marennes,out,,,,sel,,,
1789,dunkerque,70,[51-100],0,la rochelle,,,,,,,,
1789,dunkerque,150,[101-200],0,marennes,out,,,,sel,,,
1789,dunkerque,130,[101-200],0,marennes,out,,,,sel,,,
1789,dunkerque,58,[51-100],0,la rochelle,,,,,,,,
1789,dunkerque,70,[51-100],0,la rochelle,,,,,,,,
