year,homeport,tonnage,tonnage_class,tonnage_uncertainity,departure_fr,cargo_item_action,cargo_item_action2,cargo_item_action3,cargo_item_action4,commodity_purpose,commodity_purpose2,commodity_purpose3,commodity_purpose4
1787,dunkerque,60,[51-100],-1,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,30,[21-50],-1,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,60,[51-100],-1,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,,,-4,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,200,[101-200],0,dunkerque,out,out,,,autres marchandises,briques,,
1787,dunkerque,130,[101-200],0,dunkerque,out,out,out,,diverses marchandises permises,fer,bière,
1787,dunkerque,85,[51-100],0,dunkerque,out,out,,,autres marchandises,fromages,,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,,,pêche à la morue,sel,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,90,[51-100],0,bayonne,out,out,,,fer,résine,,
1787,dunkerque,300,[201-500],0,dunkerque,out,out,,,beurre,autres marchandises,,
1787,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,150,[101-200],0,dunkerque,out,,,,blé,,,
1787,dunkerque,120,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,195,[101-200],0,dunkerque,out,,,,blé,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,270,[201-500],0,dunkerque,sailing around,,,,ustensiles [de pêche],,,
1787,dunkerque,220,[201-500],0,dunkerque,sailing around,,,,ustensiles de pêche,,,
1787,dunkerque,350,[201-500],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,40,[21-50],0,le havre,,,,,,,,
1787,dunkerque,130,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,180,[101-200],0,dunkerque,out,,,,charbon de terre,,,
1787,dunkerque,220,[201-500],0,dunkerque,out,,,,blé,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,300,[201-500],0,dunkerque,out,,,,diverses marchandises permises,,,
1787,dunkerque,180,[101-200],-2,détroit de gibraltar,in,transit,in,,passager,bled,fèves,
1787,dunkerque,110,[101-200],0,dunkerque,out,out,out,,pêche à la morue,sel en tonnes,ustensiles de pêche,
1787,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,out,,sel en tonnes,pêche à la morue,ustensiles [de pêche],
1787,dunkerque,52,[51-100],0,baie d'authie,out,,,,eau de vie,,,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,100,[51-100],0,dunkerque,out,,,,bled,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,35,[21-50],0,dunkerque,out,out,,,seigle,bled,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,sel,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,280,[201-500],0,dunkerque,,,,,,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,,,,bled,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,,,,bled,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,230,[201-500],0,dunkerque,out,,,,blé,,,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,,,pêche à la morue,sel en tonnes,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,140,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,120,[101-200],0,dunkerque,out,,,,lest,,,
1787,dunkerque,150,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,190,[101-200],0,dunkerque,out,,,,autres marchandises,,,
1787,dunkerque,76,[51-100],0,dunkerque,out,out,,,pommes,fèves,,
1787,dunkerque,110,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,130,[101-200],0,dunkerque,out,out,,,futailles,ustensiles de pêche,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,autres marchandises,blé,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,bled,,,
1787,dunkerque,200,[101-200],0,dunkerque,out,out,,,suif,autres marchandises,,
1787,dunkerque,350,[201-500],-1,dunkerque,out,,,,diverses marchandises permises,,,
1787,dunkerque,100,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,100,[51-100],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,bled,,,
1787,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,230,[201-500],0,dunkerque,out,out,,,carreaux,briques,,
1787,dunkerque,8,[1-20],0,fécamp,,,,,,,,
1787,dunkerque,30,[21-50],0,calais,,,,,,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,,,,blé,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,out,,,bled,seigle,,
1787,dunkerque,25,[21-50],0,calais,,,,,,,,
1787,dunkerque,35,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,20,[1-20],0,dunkerque,out,out,,,autre (etc.),café,,
1787,dunkerque,75,[51-100],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche [à la morue],,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,avoine,,,
1787,dunkerque,60,[51-100],0,dunkerque,out,,,,bled,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,out,out,,ustensiles de pêche,sel en tonnes,pêche à la morue,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,160,[101-200],0,dunkerque,out,,,,autres marchandises,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,ustensiles de pêche,sel en tonnes,,
1787,dunkerque,98,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,80,[51-100],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,80,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,87,[51-100],0,dunkerque,out,out,,,bled,seigle,,
1787,dunkerque,150,[101-200],0,dunkerque,out,out,,,fèves,blé,,
1787,dunkerque,130,[101-200],0,dunkerque,out,out,out,,fer,autres marchandises permises,farine,
1787,dunkerque,320,[201-500],0,dunkerque,,,,,,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,120,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,,,pêche à la morue,sel en tonnes,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,12,[1-20],0,dunkerque,,,,,,,,
1787,dunkerque,180,[101-200],0,dunkerque,out,out,,,farine,autres marchandises,,
1787,dunkerque,43,[21-50],0,abbeville,out,,,,seigle,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,60,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,100,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,70,[51-100],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,70,[51-100],0,dunkerque,out,out,,,bled,seigle,,
1787,dunkerque,200,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,200,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,250,[201-500],0,dunkerque,out,,,,diverses marchandises permises,,,
1787,dunkerque,60,[51-100],0,dunkerque,out,out,out,,pêche à la morue,sel en tonnes,ustensiles [de pêche],
1787,dunkerque,60,[51-100],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,50,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,160,[101-200],0,dunkerque,out,,,,blé,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,,,,autres marchandises permises,,,
1787,dunkerque,18,[1-20],0,dunkerque,out,,,,fumier,,,
1787,dunkerque,220,[201-500],0,dunkerque,out,out,,,bière,charbon,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,36,[21-50],0,dunkerque,out,out,out,,pêche à la morue,ustensiles [de pêche],sel en tonnes,
1787,dunkerque,40,[21-50],0,boulogne-sur-mer,out,,,,seigle,,,
1787,dunkerque,120,[101-200],0,dunkerque,out,,,,blé,,,
1787,dunkerque,130,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,,,,bled,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,out,out,,ustensiles [de pêche],sel en tonnes,pêche à la morue,
1787,dunkerque,400,[201-500],0,dunkerque,out,,,,ustensiles de pêche,,,
1787,dunkerque,45,[21-50],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,130,[101-200],0,dunkerque,,,,,,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,300,[201-500],0,dunkerque,out,,,,autre (etc),,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,54,[51-100],0,dunkerque,out,out,,,sel en tonnes,pêche à la morue,,
1787,dunkerque,90,[51-100],0,dunkerque,out,out,,,bled,seigle,,
1787,dunkerque,67,[51-100],0,marennes,out,,,,sel,,,
1787,dunkerque,220,[201-500],0,le havre,,,,,,,,
1787,dunkerque,180,[101-200],0,dunkerque,out,out,,,blé,autres marchandises,,
1787,dunkerque,180,[101-200],-2,dunkerque,in,transit,in,,passager,bled,fèves,
1787,dunkerque,130,[101-200],0,dunkerque,out,out,,,autres marchandises permises,bière,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,pêche à la morue,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,morue,eau de vie,,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,out,,huile,morue,autres marchandises,
1787,dunkerque,50,[21-50],0,dunkerque,out,out,,,vin,eau de vie,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,out,,café,autre (etc.),sucre,
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,out,,autres marchandises,goudron,huile de poisson,
1787,dunkerque,25,[21-50],-1,dunkerque,out,,,,huile de poisson,,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,,,,poisson,,,
1787,dunkerque,75,[51-100],0,dunkerque,out,out,out,,brai,poisson,goudron,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,briques,,,
1787,dunkerque,80,[51-100],0,dunkerque,out,out,,,autre (etc.),blé,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,sucre,,,
1787,dunkerque,38,[21-50],0,dunkerque,out,out,out,,huile,autres marchandises,morue,
1787,dunkerque,38,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,out,out,,autres marchandises,huile,sucre,
1787,dunkerque,42,[21-50],0,dunkerque,out,,,,sucre,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,out,out,out,café,savon,autres marchandises,sucre
1787,dunkerque,42,[21-50],0,dunkerque,out,out,,,café,sucre,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,graines de lin,autres marchandises,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,out,,sucre,autre (etc),café,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,sel,eau de vie,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,autre (etc),huile,,
1787,dunkerque,25,[21-50],0,dunkerque,out,out,,,morue,eau de vie,,
1787,dunkerque,35,[21-50],0,dunkerque,out,out,,,eau de vie,vin,,
1787,dunkerque,18,[1-20],0,dunkerque,out,out,out,,sucre,café,vin,
1787,dunkerque,18,[1-20],0,dunkerque,out,,,,poisson,,,
1787,dunkerque,25,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,autre (etc),morue,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,eau de vie,morue,,
1787,dunkerque,75,[51-100],0,dunkerque,out,out,out,out,sel,autres marchandises,café,sucre
1787,dunkerque,75,[51-100],0,dunkerque,out,out,,,morue,autres marchandises,,
1787,dunkerque,75,[51-100],0,dunkerque,out,,,,morue,,,
1787,dunkerque,12,[1-20],0,dunkerque,out,out,,,café,sucre,,
1787,dunkerque,62,[51-100],0,dunkerque,out,,,,morue,,,
1787,dunkerque,20,[1-20],0,dunkerque,out,,,,autres marchandises,,,
1787,dunkerque,20,[1-20],0,dunkerque,out,out,,,huile,eau de vie,,
1787,dunkerque,12,[1-20],0,dunkerque,out,out,,,vin,autre (etc),,
1787,dunkerque,240,[201-500],0,dunkerque,out,out,out,,morue,fèves,autre (etc.),
1787,dunkerque,40,[21-50],0,dunkerque,out,out,out,,autre (etc),sucre,café,
1787,dunkerque,40,[21-50],0,dunkerque,,,,,,,,
1787,dunkerque,150,[101-200],0,dunkerque,out,out,,,briques,autres marchandises,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,,,,graines de lin,,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,out,,autre (etc.),graines de lin,morue,
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,out,,morue,huile,autre (etc),
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,,,morue,eau de vie,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,,,,eau de vie,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,,,,graines de lin,,,
1787,dunkerque,90,[51-100],0,dunkerque,,,,,,,,
1787,dunkerque,25,[21-50],-1,dunkerque,,,,,,,,
1787,dunkerque,25,[21-50],-1,dunkerque,out,out,,,eau de vie,autres marchandises,,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,graines de lin,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,eau de vie,autre (etc),,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,out,out,vin,huile,morue,autres marchandises
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,morue,eau de vie,,
1787,dunkerque,250,[201-500],0,dunkerque,,,,,,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,café,sucre,,
1787,dunkerque,42,[21-50],0,dunkerque,out,out,out,,café,huile,sucre,
1787,dunkerque,42,[21-50],0,dunkerque,out,,,,diverses marchandises,,,
1787,dunkerque,42,[21-50],0,dunkerque,out,out,out,,autres marchandises,sucre,café,
1787,dunkerque,42,[21-50],0,dunkerque,out,out,out,,café,autres marchandises,sucre,
1787,dunkerque,8,[1-20],0,dunkerque,,,,,,,,
1787,dunkerque,8,[1-20],0,dunkerque,out,,,,sucre,,,
1787,dunkerque,25,[21-50],0,dunkerque,out,,,,lest,,,
1787,dunkerque,25,[21-50],0,dunkerque,out,out,out,,café,sel,sucre,
1787,dunkerque,24,[21-50],0,dunkerque,out,out,,,vin,eau de vie,,
1787,dunkerque,25,[21-50],0,dunkerque,out,out,,,autres marchandises,morue,,
1787,dunkerque,18,[1-20],0,dunkerque,out,out,out,,savon,autre (etc.),morue,
1787,dunkerque,18,[1-20],0,dunkerque,out,,,,sucre,,,
1787,dunkerque,25,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,25,[21-50],0,dunkerque,out,,,,autres marchandises,,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,,,eau de vie,huile,,
1787,dunkerque,30,[21-50],0,dunkerque,out,out,out,,eau de vie,poisson,autres marchandises,
1787,dunkerque,30,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,20,[1-20],0,dunkerque,out,out,out,out,café,vin,autre (etc),sucre
1787,dunkerque,13,[1-20],0,dunkerque,out,out,out,,huile,autres marchandises,eau de vie,
1787,dunkerque,40,[21-50],0,dunkerque,,,,,,,,
1787,dunkerque,20,[1-20],0,dunkerque,out,out,out,,autres marchandises,farine,canons,
1787,dunkerque,20,[1-20],0,dunkerque,out,out,out,,sucre,autres marchandises,café,
1787,dunkerque,80,[51-100],0,dunkerque,out,,,,autre (etc.),,,
1787,dunkerque,260,[201-500],0,dunkerque,,,,,,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,seigle,,,
1787,dunkerque,260,[201-500],0,dunkerque,,,,,,,,
1787,dunkerque,90,[51-100],0,dunkerque,out,,,,autres marchandises,,,
1787,dunkerque,15,[1-20],0,dunkerque,out,out,,,savon,eau de vie,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,poisson,huile,,
1787,dunkerque,40,[21-50],0,dunkerque,out,out,,,morue,huile,,
1787,dunkerque,150,[101-200],0,dunkerque,out,out,,,blé,autre (etc.),,
1787,dunkerque,25,[21-50],-1,dunkerque,out,,,,morue,,,
1787,dunkerque,40,[21-50],0,dunkerque,out,,,,morue,,,
1787,dunkerque,440,[201-500],0,brest,out,,,,lest,,,
1787,dunkerque,,,-4,détroit de gibraltar,in,in,in,,passager,bled,marchandises,
1787,dunkerque,87,[51-100],0,brest,out,,,,lest,,,
1787,dunkerque,220,[201-500],0,brest,out,,,,futailles,,,
1787,dunkerque,220,[201-500],-1,nantes,,,,,,,,
1787,dunkerque,43,[21-50],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,62,[51-100],0,rouen,,,,,,,,
1787,dunkerque,260,[201-500],0,noirmoutier,out,,,,sel,,,
1787,dunkerque,220,[201-500],-1,le havre,,,,,,,,
1787,dunkerque,60,[51-100],0,le havre,,,,,,,,
1787,dunkerque,260,[201-500],0,noirmoutier,out,,,,sel,,,
1787,dunkerque,25,[21-50],-1,étaples ,,,,,,,,
1787,dunkerque,52,[51-100],0,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,6,[1-20],0,cherbourg,out,,,,lest,,,
1787,dunkerque,70,[51-100],0,bordeaux,out,,,,lest,,,
1787,dunkerque,49,[21-50],0,lorient,,,,,,,,
1787,dunkerque,50,[21-50],0,rouen,,,,,,,,
1787,dunkerque,65,[51-100],0,calais,,,,,,,,
1787,dunkerque,65,[51-100],0,bordeaux,out,,,,vin,,,
1787,dunkerque,49,[21-50],0,rouen,,,,,,,,
1787,dunkerque,25,[21-50],-1,rouen,,,,,,,,
1787,dunkerque,50,[21-50],0,nantes,,,,,,,,
1787,dunkerque,25,[21-50],-1,étaples ,out,,,,sel,,,
1787,dunkerque,40,[21-50],-1,saint-valery-sur-somme,,,,,,,,
1787,dunkerque,76,[51-100],0,nantes,,,,,,,,
1787,dunkerque,75,[51-100],0,rouen,,,,,,,,
1787,dunkerque,250,[201-500],0,le havre,,,,,,,,
1787,dunkerque,350,[201-500],-1,le havre,,,,,,,,
1787,dunkerque,30,[21-50],0,dieppe,,,,,,,,
1787,dunkerque,38,[21-50],0,le havre,,,,,,,,
1787,dunkerque,100,[51-100],0,bordeaux,out,,,,vin,,,
1787,dunkerque,42,[21-50],0,étaples ,out,,,,sel,,,
1787,dunkerque,42,[21-50],0,étaples ,out,,,,lest,,,
1787,dunkerque,42,[21-50],0,étaples ,,,,,,,,
1787,dunkerque,30,[21-50],0,le havre,,,,,,,,
1787,dunkerque,8,[1-20],0,calais,,,,,,,,
1787,dunkerque,156,[101-200],0,calais,,,,,,,,
1787,dunkerque,30,[21-50],0,boulogne-sur-mer,out,,,,pierres,,,
1787,dunkerque,30,[21-50],0,boulogne-sur-mer,out,,,,lest,,,
1787,dunkerque,30,[21-50],0,boulogne-sur-mer,out,,,,pierres,,,
1787,dunkerque,30,[21-50],0,calais,,,,,,,,
1787,dunkerque,30,[21-50],0,dieppe,,,,,,,,
1787,dunkerque,18,[1-20],0,rouen,,,,,,,,
1787,dunkerque,30,[21-50],0,rouen,,,,,,,,
