month,uhgs_id,count,latitude,longitude,toponyme_standard_fr,toponyme_standard_en,shiparea,state_1789_fr,substate_1789_fr,state_1789_en,substate_1789_en,province,amiraute,has_a_clerk,Nb_conges_1787_CR,nb_conges_1787_inputdone,Nb_conges_1789_CR,nb_conges_1789_inputdone,status,ferme_direction,ferme_bureau,ferme_bureau_uncertainty,partner_balance_1789,partner_balance_supp_1789,partner_balance_1789_uncertainty,partner_balance_supp_1789_uncertainty,toponyme,toustopos,geonameid,relation_state,topofreq,geom,point3857,country2019_name,country2019_iso2code,country2019_region,ogc_fid,belonging_states,belonging_substates,belonging_states_en,belonging_substates_en
05 Mai,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0390524,1,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0390524,2,51.616667,0.833333,Burnham,Burnham,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Burnham,Burnham,2654270.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Burnham', 'freq': 5}]",0101000020E6100000A3AEB5F7A9AAEA3FDFC2BAF1EECE4940,0101000020110F0000BD0E9648E3A5F640D215632059AD5941,United Kingdom,GB,150.0,951,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0391370,1,51.36667,1.2,Reculvers,Reculvers,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000333333333333F33F5036E50AEFAE4940,0101000020110F00001DD4921C7B4E00413D749BDFB2815941,United Kingdom,GB,150.0,1172,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0391370,1,51.36667,1.2,Reculvers,Reculvers,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000333333333333F33F5036E50AEFAE4940,0101000020110F00001DD4921C7B4E00413D749BDFB2815941,United Kingdom,GB,150.0,1172,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0391370,1,51.36667,1.2,Reculvers,Reculvers,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000333333333333F33F5036E50AEFAE4940,0101000020110F00001DD4921C7B4E00413D749BDFB2815941,United Kingdom,GB,150.0,1172,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0391370,1,51.36667,1.2,Reculvers,Reculvers,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000333333333333F33F5036E50AEFAE4940,0101000020110F00001DD4921C7B4E00413D749BDFB2815941,United Kingdom,GB,150.0,1172,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0391890,1,51.8,1.033333,Brightlingsea,Brightlingsea,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,,,,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}",,0101000020E6100000850A0E2F8888F03F6666666666E64940,0101000020110F0000C6AA71A76115FC40B77D16D782CD5941,United Kingdom,GB,150.0,1175,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0392080,2,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
05 Mai,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
06 Juin,A0392080,2,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
07 Juillet,A0392080,2,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
09 Septembre,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
10 Octobre,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
11 Novembre,A0392080,1,51.35,1.1,Whistable,Whistable,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Kent,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wistable,Wistable,3209928.0,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wistable', 'freq': 8}]",0101000020E61000009A9999999999F13FCDCCCCCCCCAC4940,0101000020110F000037DAB70937E5FD4033014AF0CB7E5941,United Kingdom,GB,150.0,937,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
 03 Mars,A0392491,1,51.85,0.966667,Wivenhoe,Wivenhoe,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wevenhoe  [Wivenhoe],"Wevenhoe  [Wivenhoe],Wevenon [Wivenhoe],Whinever  [Wivenhoe],Whisenoe  [Wivenhoe],Whivener  [Wivenhoe],Whivenoe  [Wivenhoe],Whivenor  [Wivenhoe],Wirnie [Wivenhoe],Wisenoe [Wivenhoe],Wivenoe  [Wivenhoe],Wiveuoe  [Wivenhoe]",,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wevenhoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wevenon [Wivenhoe]', 'freq': 0}, {'topo': 'Whinever  [Wivenhoe]', 'freq': 0}, {'topo': 'Whisenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivener  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenor  [Wivenhoe]', 'freq': 0}, {'topo': 'Wirnie [Wivenhoe]', 'freq': 0}, {'topo': 'Wisenoe [Wivenhoe]', 'freq': 0}, {'topo': 'Wivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wiveuoe  [Wivenhoe]', 'freq': 0}]",0101000020E6100000F7EAE3A1EFEEEE3FCDCCCCCCCCEC4940,0101000020110F00009C6D220D8E45FA403E9CBC354ED65941,United Kingdom,GB,150.0,1317,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
01 Janvier,A0392491,1,51.85,0.966667,Wivenhoe,Wivenhoe,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wevenhoe  [Wivenhoe],"Wevenhoe  [Wivenhoe],Wevenon [Wivenhoe],Whinever  [Wivenhoe],Whisenoe  [Wivenhoe],Whivener  [Wivenhoe],Whivenoe  [Wivenhoe],Whivenor  [Wivenhoe],Wirnie [Wivenhoe],Wisenoe [Wivenhoe],Wivenoe  [Wivenhoe],Wiveuoe  [Wivenhoe]",,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wevenhoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wevenon [Wivenhoe]', 'freq': 0}, {'topo': 'Whinever  [Wivenhoe]', 'freq': 0}, {'topo': 'Whisenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivener  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenor  [Wivenhoe]', 'freq': 0}, {'topo': 'Wirnie [Wivenhoe]', 'freq': 0}, {'topo': 'Wisenoe [Wivenhoe]', 'freq': 0}, {'topo': 'Wivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wiveuoe  [Wivenhoe]', 'freq': 0}]",0101000020E6100000F7EAE3A1EFEEEE3FCDCCCCCCCCEC4940,0101000020110F00009C6D220D8E45FA403E9CBC354ED65941,United Kingdom,GB,150.0,1317,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
04 Avril,A0392491,1,51.85,0.966667,Wivenhoe,Wivenhoe,NOR-THAM,Grande-Bretagne,Angleterre,Great Britain,England,Essex,,,,,,,,,,,Angleterre,Etranger,0.0,0.0,Wevenhoe  [Wivenhoe],"Wevenhoe  [Wivenhoe],Wevenon [Wivenhoe],Whinever  [Wivenhoe],Whisenoe  [Wivenhoe],Whivener  [Wivenhoe],Whivenoe  [Wivenhoe],Whivenor  [Wivenhoe],Wirnie [Wivenhoe],Wisenoe [Wivenhoe],Wivenoe  [Wivenhoe],Wiveuoe  [Wivenhoe]",,"{""relationType"" : ""gvp:broaderPartitive"", ""relationTo"" : ""http://www.geonames.org/2635167"", ""label"" : ""Grande-Bretagne"", ""when"" : {""timespans"" : [{""start"" : {""in"" : ""*""}, ""end"" : {""in"" : ""*""}}]}}","[{'topo': 'Wevenhoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wevenon [Wivenhoe]', 'freq': 0}, {'topo': 'Whinever  [Wivenhoe]', 'freq': 0}, {'topo': 'Whisenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivener  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Whivenor  [Wivenhoe]', 'freq': 0}, {'topo': 'Wirnie [Wivenhoe]', 'freq': 0}, {'topo': 'Wisenoe [Wivenhoe]', 'freq': 0}, {'topo': 'Wivenoe  [Wivenhoe]', 'freq': 0}, {'topo': 'Wiveuoe  [Wivenhoe]', 'freq': 0}]",0101000020E6100000F7EAE3A1EFEEEE3FCDCCCCCCCCEC4940,0101000020110F00009C6D220D8E45FA403E9CBC354ED65941,United Kingdom,GB,150.0,1317,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]","[{""1749-1815"" : ""Great Britain""}]","[{""1749-1815"" : ""England""}]"
